benchmark,cpu_cycles,cycles_start,cycles_end,time_ns,time_ms,cooldown_ms,temp_before,temp_after,pkg_temp_before,pkg_temp_after,pkg_joules,pkg_mJ,pp0_joules,pp0_mJ,pp1_joules,pp1_mJ,dram_joules,dram_mJ,total_joules,total_mJ
crc32,57254701312,2741532940107,2798787641419,18511727806.000,18511.727806,10.348,37.00,37.00,44.00,42.00,261.434967,261434.967,197.907410,197907.410,4.856522,4856.522,,,261.434967,261434.967
crc32,57255189188,2798789033311,2856044222499,18511727547.000,18511.727547,0.022,38.00,38.00,42.00,43.00,261.542038,261542.038,198.005600,198005.600,4.856018,4856.018,,,261.542038,261542.038
crc32,57255134880,2856045554198,2913300689078,18511678695.000,18511.678695,0.020,38.00,38.00,43.00,43.00,262.222168,262222.168,198.619171,198619.171,4.854965,4854.965,,,262.222168,262222.168
crc32,57254714252,2913301917014,2970556631266,18511537146.000,18511.537146,0.019,38.00,37.00,43.00,43.00,261.738739,261738.739,198.130554,198130.554,4.855179,4855.179,,,261.738739,261738.739
crc32,57254702028,2970557806882,3027812508910,18511505948.000,18511.505948,0.019,37.00,38.00,43.00,43.00,262.004318,262004.318,198.342575,198342.575,4.856522,4856.522,,,262.004318,262004.318
crc32,57254508920,3027813599090,3085068108010,18511470685.000,18511.470685,0.019,38.00,38.00,44.00,44.00,262.288025,262288.025,198.561905,198561.905,4.857422,4857.422,,,262.288025,262288.025
crc32,57254697676,3085069281314,3142323978990,18511557313.000,18511.557313,0.019,38.00,38.00,44.00,45.00,262.509781,262509.781,198.802597,198802.597,4.857254,4857.254,,,262.509781,262509.781
crc32,57255448188,3142325231848,3199580680036,18511825771.000,18511.825771,0.019,38.00,38.00,45.00,45.00,262.409943,262409.943,198.646561,198646.561,4.856750,4856.750,,,262.409943,262409.943
crc32,57254781268,3199582010456,3256836791724,18511597491.000,18511.597491,0.019,38.00,37.00,45.00,43.00,262.550674,262550.674,198.671036,198671.036,4.855865,4855.865,,,262.550674,262550.674
crc32,57254810828,3256838096472,3314092907300,18511592589.000,18511.592589,0.019,37.00,39.00,43.00,44.00,262.671951,262671.951,198.826126,198826.126,4.855392,4855.392,,,262.671951,262671.951
crc32,57254789744,3314094154212,3371348943956,18511588657.000,18511.588657,0.019,39.00,38.00,44.00,44.00,262.730637,262730.637,198.977341,198977.341,4.856598,4856.598,,,262.730637,262730.637
crc32,57254472932,3371350204984,3428604677916,18511474369.000,18511.474369,0.019,38.00,38.00,44.00,45.00,262.786530,262786.530,198.964218,198964.218,4.856033,4856.033,,,262.786530,262786.530
crc32,57254960164,3428605953963,3485860914127,18511611442.000,18511.611442,0.020,38.00,39.00,45.00,45.00,262.979645,262979.645,199.168747,199168.747,4.855789,4855.789,,,262.979645,262979.645
crc32,57254765828,3485862100932,3543116866760,18511502372.000,18511.502372,0.019,39.00,39.00,45.00,45.00,263.188080,263188.080,199.308563,199308.563,4.855515,4855.515,,,263.188080,263188.080
crc32,57254605108,3543117888392,3600372493500,18511416729.000,18511.416729,0.019,39.00,40.00,45.00,45.00,263.321915,263321.915,199.372681,199372.681,4.855453,4855.453,,,263.321915,263321.915
crc32,57254751512,3600373406152,3657628157664,18511555009.000,18511.555009,0.019,40.00,38.00,45.00,45.00,263.194412,263194.412,199.138641,199138.641,4.855499,4855.499,,,263.194412,263194.412
crc32,57254939412,3657629355084,3714884294496,18511653398.000,18511.653398,0.019,38.00,39.00,45.00,45.00,263.311829,263311.829,199.273956,199273.956,4.855179,4855.179,,,263.311829,263311.829
crc32,57255276996,3714885622340,3772140899336,18511761334.000,18511.761334,0.019,39.00,39.00,45.00,45.00,263.418777,263418.777,199.413925,199413.925,4.854431,4854.431,,,263.418777,263418.777
crc32,57254994448,3772142221059,3829397215507,18511694473.000,18511.694473,0.019,39.00,39.00,45.00,45.00,264.116394,264116.394,200.021027,200021.027,4.854172,4854.172,,,264.116394,264116.394
crc32,57254681784,3829398615444,3886653297228,18511558950.000,18511.558950,0.019,39.00,39.00,45.00,45.00,263.504715,263504.715,199.432480,199432.480,4.853943,4853.943,,,263.504715,263504.715
crc32,57254569988,3886654611066,3943909181054,18511535921.000,18511.535921,0.019,39.00,39.00,45.00,45.00,263.457230,263457.230,199.425491,199425.491,4.854004,4854.004,,,263.457230,263457.230
crc32,57254680632,3943910498792,4001165179424,18511540550.000,18511.540550,0.019,38.00,38.00,45.00,45.00,263.474533,263474.533,199.450531,199450.531,4.854141,4854.141,,,263.474533,263474.533
crc32,57254703956,4001166428999,4058421132955,18511541585.000,18511.541585,0.019,38.00,39.00,45.00,44.00,263.562897,263562.897,199.527847,199527.847,4.853271,4853.271,,,263.562897,263562.897
