benchmark,cpu_cycles,cycles_start,cycles_end,time_ns,time_ms,cooldown_ms,temp_before,temp_after,pkg_temp_before,pkg_temp_after,pkg_joules,pkg_mJ,pp0_joules,pp0_mJ,pp1_joules,pp1_mJ,dram_joules,dram_mJ,total_joules,total_mJ
crc32,57139805760,135275795688,192415601448,18474683448.000,18474.683448,0.000,44.00,43.00,44.00,43.00,264.307678,264307.678,196.747451,196747.451,4.787994,4787.994,,,465.843123,465843.123
crc32,57139715776,192581067636,249720783412,18474654262.000,18474.654262,0.000,42.00,43.00,42.00,43.00,264.297149,264297.149,196.812866,196812.866,4.787246,4787.246,,,465.897261,465897.261
crc32,57139823252,249886266996,307026090248,18474689006.000,18474.689006,0.000,41.00,43.00,41.00,43.00,264.144348,264144.348,196.662567,196662.567,4.787429,4787.429,,,465.594344,465594.344
crc32,57139849136,307191625524,364331474660,18474697383.000,18474.697383,0.000,42.00,43.00,42.00,43.00,263.987823,263987.823,196.493865,196493.865,4.788223,4788.223,,,465.269911,465269.911
crc32,57139817572,364496984092,421636801664,18474687172.000,18474.687172,0.000,42.00,42.00,42.00,42.00,263.944488,263944.488,196.502807,196502.807,4.786666,4786.666,,,465.233961,465233.961
crc32,57139716612,421802370868,478942087480,18474654536.000,18474.654536,0.000,41.00,43.00,41.00,43.00,263.998886,263998.886,196.542266,196542.266,4.786056,4786.056,,,465.327208,465327.208
crc32,57139841764,479107661532,536247503296,18474695001.000,18474.695001,0.000,41.00,43.00,41.00,43.00,264.102188,264102.188,196.623321,196623.321,4.787170,4787.170,,,465.512679,465512.679
crc32,57139741684,536413075692,593552817376,18474662631.000,18474.662631,0.000,41.00,42.00,41.00,43.00,264.148956,264148.956,196.642745,196642.745,4.787384,4787.384,,,465.579085,465579.085
crc32,57139727516,593718383372,650858110888,18474658063.000,18474.658063,0.000,41.00,43.00,41.00,43.00,263.948074,263948.074,196.452743,196452.743,4.787918,4787.918,,,465.188735,465188.735
crc32,57139805104,651023710848,708163515952,18474683148.000,18474.683148,0.000,41.00,43.00,41.00,43.00,264.055419,264055.419,196.556045,196556.045,4.787216,4787.216,,,465.398680,465398.680
crc32,57139807776,708329950384,765469758160,18474684001.000,18474.684001,0.000,42.00,43.00,42.00,43.00,264.054977,264054.977,196.515686,196515.686,4.788345,4788.345,,,465.359008,465359.008
crc32,57140255064,765637041712,822777296776,18474828631.000,18474.828631,0.000,41.00,43.00,41.00,43.00,264.103195,264103.195,196.580398,196580.398,4.787704,4787.704,,,465.471297,465471.297
crc32,57139708092,822944614104,880084322196,18474651785.000,18474.651785,0.000,41.00,43.00,41.00,43.00,264.158432,264158.432,196.642501,196642.501,4.787460,4787.460,,,465.588393,465588.393
crc32,57139798072,880251600332,937391398404,18474680863.000,18474.680863,0.000,42.00,43.00,42.00,43.00,264.113357,264113.357,196.668151,196668.151,4.786987,4786.987,,,465.568495,465568.495
crc32,57139687096,937558673236,994698360332,18474644994.000,18474.644994,0.000,42.00,43.00,42.00,43.00,264.182876,264182.876,196.729690,196729.690,4.787475,4787.475,,,465.700041,465700.041
crc32,57139722824,994865665168,1052005387992,18474656554.000,18474.656554,0.000,42.00,42.00,42.00,42.00,264.163055,264163.055,196.656570,196656.570,4.787704,4787.704,,,465.607329,465607.329
crc32,57139739808,1052173522600,1109313262408,18474662023.000,18474.662023,0.000,41.00,42.00,41.00,42.00,264.195648,264195.648,196.687179,196687.179,4.787445,4787.445,,,465.670272,465670.272
crc32,57139766484,1109482158936,1166621925420,18474670661.000,18474.670661,0.000,41.00,43.00,41.00,43.00,264.104217,264104.217,196.596435,196596.435,4.787399,4787.399,,,465.488051,465488.051
