benchmark,cpu_cycles,cycles_start,cycles_end,time_ns,time_ms,cooldown_ms,temp_before,temp_after,pkg_temp_before,pkg_temp_after,pkg_joules,pkg_mJ,pp0_joules,pp0_mJ,pp1_joules,pp1_mJ,dram_joules,dram_mJ,total_joules,total_mJ
crc32,477114024,3152699705717,3153176819741,154324582.000,154.324582,0.055,36.00,41.00,45.00,41.00,2.291748,2291.748,1.737579,1737.579,0.040421,40.421,,,2.291748,2291.748
crc32,477134628,3153177233757,3153654368385,154324076.000,154.324076,0.010,41.00,41.00,41.00,41.00,2.192093,2192.093,1.656616,1656.616,0.040466,40.466,,,2.192093,2192.093
crc32,477175428,3153654710733,3154131886161,154337148.000,154.337148,0.009,41.00,41.00,41.00,41.00,2.174820,2174.820,1.639481,1639.481,0.040466,40.466,,,2.174820,2174.820
crc32,477121204,3154132222057,3154609343261,154318773.000,154.318773,0.009,41.00,40.00,41.00,40.00,2.175217,2175.217,1.639984,1639.984,0.040405,40.405,,,2.175217,2175.217
crc32,477126672,3154609671705,3155086798377,154320435.000,154.320435,0.009,40.00,41.00,40.00,41.00,2.178574,2178.574,1.643250,1643.250,0.040482,40.482,,,2.178574,2178.574
crc32,477295340,3155087125937,3155564421277,154378580.000,154.378580,0.009,41.00,41.00,41.00,41.00,2.429916,2429.916,1.890915,1890.915,0.040222,40.222,,,2.429916,2429.916
crc32,477159424,3155564783485,3156041942909,154331484.000,154.331484,0.009,41.00,41.00,41.00,41.00,2.267548,2267.548,1.731339,1731.339,0.040390,40.390,,,2.267548,2267.548
crc32,477097636,3156042273041,3156519370677,154309802.000,154.309802,0.009,41.00,41.00,41.00,41.00,2.175415,2175.415,1.640198,1640.198,0.040436,40.436,,,2.175415,2175.415
crc32,477181400,3156519691621,3156996873021,154338427.000,154.338427,0.009,41.00,40.00,41.00,40.00,2.174271,2174.271,1.639206,1639.206,0.040543,40.543,,,2.174271,2174.271
crc32,477099132,3156997207433,3157474306565,154310991.000,154.310991,0.009,40.00,41.00,40.00,41.00,2.171036,2171.036,1.635818,1635.818,0.040466,40.466,,,2.171036,2171.036
crc32,477174496,3157474631049,3157951805545,154336878.000,154.336878,0.009,41.00,41.00,41.00,41.00,2.179260,2179.260,1.642929,1642.929,0.040390,40.390,,,2.179260,2179.260
crc32,477137356,3157952155001,3158429292357,154328144.000,154.328144,0.009,41.00,41.00,41.00,41.00,2.172623,2172.623,1.637512,1637.512,0.040405,40.405,,,2.172623,2172.623
crc32,477095012,3158429625001,3158906720013,154309290.000,154.309290,0.009,41.00,41.00,41.00,41.00,2.173965,2173.965,1.638611,1638.611,0.040451,40.451,,,2.173965,2173.965
crc32,477140708,3158907069737,3159384210445,154325853.000,154.325853,0.010,41.00,41.00,41.00,41.00,2.177765,2177.765,1.642639,1642.639,0.040344,40.344,,,2.177765,2177.765
crc32,477109560,3159384546317,3159861655877,154315054.000,154.315054,0.009,41.00,42.00,41.00,42.00,2.175415,2175.415,1.640091,1640.091,0.040451,40.451,,,2.175415,2175.415
crc32,477172260,3159861989337,3160339161597,154336149.000,154.336149,0.009,42.00,41.00,42.00,41.00,2.175690,2175.690,1.640259,1640.259,0.040466,40.466,,,2.175690,2175.690
crc32,477100048,3160339498449,3160816598497,154311199.000,154.311199,0.009,41.00,41.00,41.00,41.00,2.173538,2173.538,1.637787,1637.787,0.040451,40.451,,,2.173538,2173.538
crc32,477148752,3160816927861,3161294076613,154329433.000,154.329433,0.009,41.00,42.00,41.00,42.00,2.177414,2177.414,1.631424,1631.424,0.040161,40.161,,,2.177414,2177.414
crc32,477475136,3161294418505,3161771893641,154438457.000,154.438457,0.009,42.00,42.00,42.00,42.00,2.183029,2183.029,1.647751,1647.751,0.040512,40.512,,,2.183029,2183.029
crc32,477137084,3161772247125,3162249384209,154324052.000,154.324052,0.009,42.00,42.00,42.00,42.00,2.177505,2177.505,1.642029,1642.029,0.040436,40.436,,,2.177505,2177.505
crc32,477123796,3162249718733,3162726842529,154318597.000,154.318597,0.009,42.00,41.00,42.00,41.00,2.176483,2176.483,1.641205,1641.205,0.040482,40.482,,,2.176483,2176.483
crc32,477173476,3162727169981,3163204343457,154336174.000,154.336174,0.009,41.00,42.00,41.00,42.00,2.180099,2180.099,1.644485,1644.485,0.040527,40.527,,,2.180099,2180.099
crc32,477104968,3163204679665,3163681784633,154312388.000,154.312388,0.009,42.00,42.00,42.00,42.00,2.177200,2177.200,1.641953,1641.953,0.040527,40.527,,,2.177200,2177.200
crc32,477165392,3163682111713,3164159277105,154332492.000,154.332492,0.009,42.00,42.00,42.00,42.00,2.189133,2189.133,1.652954,1652.954,0.040527,40.527,,,2.189133,2189.133
crc32,477128828,3164159608941,3164636737769,154321167.000,154.321167,0.009,42.00,41.00,42.00,41.00,2.176926,2176.926,1.641556,1641.556,0.040482,40.482,,,2.176926,2176.926
crc32,477105016,3164637072637,3165114177653,154312853.000,154.312853,0.009,41.00,41.00,41.00,41.00,2.184052,2184.052,1.648163,1648.163,0.040527,40.527,,,2.184052,2184.052
crc32,477119552,3165114505325,3165591624877,154318173.000,154.318173,0.009,41.00,41.00,41.00,41.00,2.189056,2189.056,1.653381,1653.381,0.040436,40.436,,,2.189056,2189.056
crc32,477145580,3165591969353,3166069114933,154326379.000,154.326379,0.009,41.00,41.00,41.00,41.00,2.174850,2174.850,1.639206,1639.206,0.040436,40.436,,,2.174850,2174.850
crc32,477156900,3166069446741,3166546603641,154331278.000,154.331278,0.009,41.00,41.00,41.00,41.00,2.241318,2241.318,1.705841,1705.841,0.040390,40.390,,,2.241318,2241.318
crc32,477121332,3166546958585,3167024079917,154319211.000,154.319211,0.009,41.00,41.00,41.00,41.00,2.175385,2175.385,1.640396,1640.396,0.040421,40.421,,,2.175385,2175.385
crc32,477104068,3167024416445,3167501520513,154313103.000,154.313103,0.009,41.00,41.00,41.00,41.00,2.174759,2174.759,1.639648,1639.648,0.040466,40.466,,,2.174759,2174.759
crc32,477100016,3167501851665,3167978951681,154311786.000,154.311786,0.009,41.00,42.00,41.00,42.00,2.179016,2179.016,1.643829,1643.829,0.040482,40.482,,,2.179016,2179.016
crc32,477134368,3167979284045,3168456418413,154324056.000,154.324056,0.009,42.00,41.00,42.00,41.00,2.178650,2178.650,1.643509,1643.509,0.040512,40.512,,,2.178650,2178.650
crc32,477114216,3168456757533,3168933871749,154317537.000,154.317537,0.009,41.00,42.00,41.00,42.00,2.175308,2175.308,1.640305,1640.305,0.040527,40.527,,,2.175308,2175.308
crc32,477135288,3168934208185,3169411343473,154324696.000,154.324696,0.009,42.00,41.00,42.00,41.00,2.178940,2178.940,1.643600,1643.600,0.040421,40.421,,,2.178940,2178.940
crc32,477098156,3169411690661,3169888788817,154310824.000,154.310824,0.012,41.00,42.00,41.00,42.00,2.172913,2172.913,1.637604,1637.604,0.040451,40.451,,,2.172913,2172.913
crc32,477082348,3169889116625,3170366198973,154305471.000,154.305471,0.009,42.00,41.00,42.00,41.00,2.175705,2175.705,1.639786,1639.786,0.040512,40.512,,,2.175705,2175.705
crc32,477248968,3170366526637,3170843775605,154360957.000,154.360957,0.009,41.00,42.00,41.00,42.00,2.186844,2186.844,1.650101,1650.101,0.040497,40.497,,,2.186844,2186.844
crc32,477106192,3170844115013,3171321221205,154313487.000,154.313487,0.009,42.00,42.00,42.00,42.00,2.175537,2175.537,1.640427,1640.427,0.040543,40.543,,,2.175537,2175.537
crc32,477140048,3171321565869,3171798705917,154325723.000,154.325723,0.009,42.00,42.00,42.00,42.00,2.178360,2178.360,1.642471,1642.471,0.040436,40.436,,,2.178360,2178.360
crc32,477131488,3171799041521,3172276173009,154322243.000,154.322243,0.009,42.00,41.00,42.00,41.00,2.176758,2176.758,1.641052,1641.052,0.040482,40.482,,,2.176758,2176.758
crc32,477188872,3172276505885,3172753694757,154341387.000,154.341387,0.009,41.00,42.00,41.00,42.00,2.176575,2176.575,1.640823,1640.823,0.040466,40.466,,,2.176575,2176.575
crc32,477163576,3172754030329,3173231193905,154333125.000,154.333125,0.009,41.00,42.00,41.00,42.00,2.174545,2174.545,1.639130,1639.130,0.040482,40.482,,,2.174545,2174.545
