benchmark,cpu_cycles,cycles_start,cycles_end,time_ns,time_ms,cooldown_ms,temp_before,temp_after,pkg_temp_before,pkg_temp_after,pkg_joules,pkg_mJ,pp0_joules,pp0_mJ,pp1_joules,pp1_mJ,dram_joules,dram_mJ,total_joules,total_mJ
crc32,52264844388,2744974811597,2797239655985,16898003169.000,16898.003169,20.288,45.00,43.00,45.00,43.00,295.295181,295295.181,236.527725,236527.725,4.431610,4431.610,,,295.295181,295295.181
crc32,52260900301,2797240059066,2849500959367,16896718633.000,16896.718633,0.010,43.00,43.00,43.00,43.00,295.666122,295666.122,236.768066,236768.066,4.429535,4429.535,,,295.666122,295666.122
crc32,52272654002,2849501249129,2901773903131,16900515695.000,16900.515695,0.009,43.00,44.00,43.00,44.00,296.518967,296518.967,237.528061,237528.061,4.436371,4436.371,,,296.518967,296518.967
crc32,52263599416,2901774319665,2954037919081,16897591201.000,16897.591201,0.009,44.00,44.00,44.00,44.00,296.458023,296458.023,237.440063,237440.063,4.431763,4431.763,,,296.458023,296458.023
crc32,52271811460,2954038206271,3006310017731,16900241563.000,16900.241563,0.009,44.00,44.00,44.00,44.00,296.975708,296975.708,237.992447,237992.447,4.427719,4427.719,,,296.975708,296975.708
crc32,52267998193,3006310327397,3058578325590,16899006834.000,16899.006834,0.009,44.00,44.00,44.00,44.00,297.017776,297017.776,237.960480,237960.480,4.427200,4427.200,,,297.017776,297017.776
crc32,52263665546,3058578628257,3110842293803,16897606611.000,16897.606611,0.012,44.00,44.00,44.00,44.00,297.164444,297164.444,238.095520,238095.520,4.432388,4432.388,,,297.164444,297164.444
crc32,52263822603,3110842578307,3163106400910,16897656066.000,16897.656066,0.009,44.00,44.00,44.00,44.00,297.300735,297300.735,238.239349,238239.349,4.433899,4433.899,,,297.300735,297300.735
crc32,52262566819,3163106683983,3215369250802,16897250017.000,16897.250017,0.009,44.00,45.00,44.00,45.00,297.287415,297287.415,238.242737,238242.737,4.431015,4431.015,,,297.287415,297287.415
crc32,52264525795,3215369533869,3267634059664,16897883254.000,16897.883254,0.009,45.00,44.00,45.00,44.00,297.551422,297551.422,238.446426,238446.426,4.431473,4431.473,,,297.551422,297551.422
crc32,52261389420,3267634345440,3319895734860,16896869446.000,16896.869446,0.009,44.00,45.00,44.00,45.00,297.463120,297463.120,238.357101,238357.101,4.428436,4428.436,,,297.463120,297463.120
crc32,52263820415,3319896016271,3372159836686,16897655230.000,16897.655230,0.009,45.00,45.00,45.00,45.00,297.826187,297826.187,238.617828,238617.828,4.428009,4428.009,,,297.826187,297826.187
crc32,52263827963,3372160120026,3424423947989,16897657583.000,16897.657583,0.009,45.00,45.00,45.00,45.00,297.922668,297922.668,238.677170,238677.170,4.430679,4430.679,,,297.922668,297922.668
crc32,52264295984,3424424231437,3476688527421,16897808949.000,16897.808949,0.009,45.00,45.00,45.00,45.00,297.817032,297817.032,238.667633,238667.633,4.428818,4428.818,,,297.817032,297817.032
crc32,52265230605,3476688811734,3528954042339,16898111453.000,16898.111453,0.009,45.00,45.00,45.00,45.00,298.017914,298017.914,238.775726,238775.726,4.429779,4429.779,,,298.017914,298017.914
crc32,52261091142,3528954328019,3581215419161,16896772899.000,16896.772899,0.009,45.00,46.00,45.00,46.00,298.048553,298048.553,238.699158,238699.158,4.431198,4431.198,,,298.048553,298048.553
crc32,52266014685,3581247108135,3633513122820,16898382746.000,16898.382746,10.147,45.00,45.00,45.00,45.00,298.173447,298173.447,238.797607,238797.607,4.429779,4429.779,,,298.173447,298173.447
crc32,52260873176,3633513534857,3685774408033,16896709378.000,16896.709378,0.009,45.00,47.00,45.00,47.00,298.095703,298095.703,238.797867,238797.867,4.431854,4431.854,,,298.095703,298095.703
crc32,52266834582,3685837394450,3738104229032,16898644701.000,16898.644701,20.267,45.00,45.00,45.00,45.00,298.661942,298661.942,239.270645,239270.645,4.431473,4431.473,,,298.661942,298661.942
crc32,52267215571,3738104535260,3790371750831,16898755342.000,16898.755342,0.009,45.00,45.00,45.00,45.00,298.817978,298817.978,239.433868,239433.868,4.432648,4432.648,,,298.817978,298817.978
crc32,52264179587,3790372052061,3842636231648,16897772541.000,16897.772541,0.009,45.00,46.00,45.00,46.00,298.510895,298510.895,239.177475,239177.475,4.431503,4431.503,,,298.510895,298510.895
crc32,52259796879,3842699226190,3894959023069,16896369991.000,16896.369991,20.268,45.00,46.00,45.00,46.00,298.567032,298567.032,239.218323,239218.323,4.429077,4429.077,,,298.567032,298567.032
crc32,52272003147,3895022017065,3947294020212,16900320589.000,16900.320589,20.264,45.00,46.00,45.00,46.00,299.021637,299021.637,239.570557,239570.557,4.430634,4430.634,,,299.021637,299021.637
crc32,52266207458,3947388543177,3999654750635,16898445316.000,16898.445316,30.422,44.00,45.00,44.00,46.00,298.920395,298920.395,239.356430,239356.430,4.432739,4432.739,,,298.920395,298920.395
crc32,52262344486,3999717892445,4051980236931,16897195493.000,16897.195493,20.283,45.00,45.00,45.00,45.00,298.571045,298571.045,239.118011,239118.011,4.430588,4430.588,,,298.571045,298571.045
crc32,52264459672,4051980637105,4104245096777,16897869636.000,16897.869636,0.009,45.00,46.00,45.00,46.00,298.630936,298630.936,239.228226,239228.226,4.430878,4430.878,,,298.630936,298630.936
crc32,52261816547,4104308095476,4156569912023,16897023263.000,16897.023263,20.270,45.00,45.00,45.00,45.00,298.559570,298559.570,239.143997,239143.997,4.430862,4430.862,,,298.559570,298559.570
crc32,52264486781,4156570326794,4208834813575,16897878747.000,16897.878747,0.009,45.00,45.00,45.00,45.00,298.755615,298755.615,239.329849,239329.849,4.429794,4429.794,,,298.755615,298755.615
crc32,52260004620,4208835106056,4261095110676,16896422147.000,16896.422147,0.009,45.00,47.00,45.00,47.00,298.640945,298640.945,239.157562,239157.562,4.431198,4431.198,,,298.640945,298640.945
crc32,52264280486,4261158125941,4313422406427,16897820297.000,16897.820297,20.275,45.00,46.00,45.00,46.00,299.222641,299222.641,239.589249,239589.249,4.433121,4433.121,,,299.222641,299222.641
crc32,52264920388,4313485460262,4365750380650,16898029807.000,16898.029807,20.280,45.00,46.00,45.00,46.00,299.082550,299082.550,239.438644,239438.644,4.431870,4431.870,,,299.082550,299082.550
crc32,52262233046,4365813479393,4418075712439,16897157825.000,16897.157825,20.269,45.00,46.00,45.00,46.00,299.020920,299020.920,239.437424,239437.424,4.432205,4432.205,,,299.020920,299020.920
crc32,52263016696,4418138808640,4470401825336,16897413049.000,16897.413049,20.295,44.00,47.00,44.00,47.00,299.178299,299178.299,239.620972,239620.972,4.433853,4433.853,,,299.178299,299178.299
crc32,52260563865,4470496244975,4522756808840,16896620697.000,16896.620697,30.421,45.00,46.00,45.00,46.00,299.025558,299025.558,239.458755,239458.755,4.432404,4432.404,,,299.025558,299025.558
