benchmark,cpu_cycles,cycles_start,cycles_end,time_ns,time_ms,cooldown_ms,temp_before,temp_after,pkg_temp_before,pkg_temp_after,pkg_joules,pkg_mJ,pp0_joules,pp0_mJ,pp1_joules,pp1_mJ,dram_joules,dram_mJ,total_joules,total_mJ
crc32,476092336,83901831527,84377923863,153933706.000,153.933706,2.000,45.00,46.00,45.00,46.00,2.223632,2223.632,1.652999,1652.999,0.039733,39.733,,,3.916364,3916.364
crc32,476573032,84403455359,84880028391,154089151.000,154.089151,4.000,45.00,46.00,45.00,46.00,2.233810,2233.810,1.660751,1660.751,0.040023,40.023,,,3.934584,3934.584
crc32,476096888,84899358779,85375455667,153935093.000,153.935093,2.000,45.00,46.00,45.00,46.00,2.232437,2232.437,1.659820,1659.820,0.039993,39.993,,,3.932250,3932.250
crc32,476090968,85394781199,85870872167,153933183.000,153.933183,2.000,45.00,47.00,45.00,47.00,2.233276,2233.276,1.660995,1660.995,0.040023,40.023,,,3.934294,3934.294
crc32,476101572,85890199719,86366301291,153936600.000,153.936600,2.000,44.00,46.00,45.00,46.00,2.232009,2232.009,1.659591,1659.591,0.040023,40.023,,,3.931623,3931.623
crc32,476100252,86385626515,86861726767,153936174.000,153.936174,2.000,44.00,46.00,44.00,46.00,2.217681,2217.681,1.649322,1649.322,0.039764,39.764,,,3.906767,3906.767
crc32,476081464,86874859371,87350940835,153930097.000,153.930097,0.000,45.00,47.00,45.00,47.00,2.220245,2220.245,1.651962,1651.962,0.039779,39.779,,,3.911986,3911.986
crc32,476081420,87376456095,87852537515,153930081.000,153.930081,4.000,45.00,47.00,45.00,47.00,2.220108,2220.108,1.651702,1651.702,0.039749,39.749,,,3.911559,3911.559
crc32,476576088,87878056971,88354633059,154090072.000,154.090072,4.000,44.00,47.00,45.00,47.00,2.232238,2232.238,1.658874,1658.874,0.040023,40.023,,,3.931135,3931.135
crc32,476095580,88373960367,88850055947,153934674.000,153.934674,2.000,45.00,46.00,45.00,46.00,2.232192,2232.192,1.659149,1659.149,0.039978,39.978,,,3.931319,3931.319
