benchmark,cpu_cycles,cycles_start,cycles_end,time_ns,time_ms,cooldown_ms,temp_before,temp_after,pkg_temp_before,pkg_temp_after,pkg_joules,pkg_mJ,pp0_joules,pp0_mJ,pp1_joules,pp1_mJ,dram_joules,dram_mJ,total_joules,total_mJ
crc32,57271726124,5115959659050,5173231385174,18517158303.000,18517.158303,0.076,34.00,35.00,45.00,42.00,260.803757,260803.757,197.809967,197809.967,4.849182,4849.182,,,260.803757,260803.757
crc32,57272836464,5173232655778,5230505492242,18517420605.000,18517.420605,0.020,35.00,35.00,42.00,42.00,260.890762,260890.762,197.823563,197823.563,4.848251,4848.251,,,260.890762,260890.762
crc32,57273016900,5230506744006,5287779760906,18517473946.000,18517.473946,0.019,35.00,34.00,42.00,42.00,261.017273,261017.273,197.839783,197839.783,4.850815,4850.815,,,261.017273,261017.273
crc32,57272931644,5287780997814,5345053929458,18517432861.000,18517.432861,0.019,34.00,36.00,42.00,43.00,261.137878,261137.878,197.876236,197876.236,4.850327,4850.327,,,261.137878,261137.878
crc32,57272585760,5345055125141,5402327710901,18517347545.000,18517.347545,0.019,36.00,36.00,43.00,42.00,261.326340,261326.340,198.024200,198024.200,4.855530,4855.530,,,261.326340,261326.340
crc32,57273824808,5402329030088,5459602854896,18517738445.000,18517.738445,0.019,36.00,36.00,42.00,43.00,261.606812,261606.812,198.198532,198198.532,4.858505,4858.505,,,261.606812,261606.812
crc32,57273605120,5459604098168,5516877703288,18517635991.000,18517.635991,0.019,36.00,36.00,43.00,43.00,261.622345,261622.345,198.182220,198182.220,4.858887,4858.887,,,261.622345,261622.345
crc32,57273752024,5516878852032,5574152604056,18517703422.000,18517.703422,0.019,36.00,36.00,43.00,42.00,261.755295,261755.295,198.251709,198251.709,4.857834,4857.834,,,261.755295,261755.295
crc32,57273787844,5574153813504,5631427601348,18517719071.000,18517.719071,0.019,36.00,36.00,43.00,43.00,261.849457,261849.457,198.304535,198304.535,4.856461,4856.461,,,261.849457,261849.457
crc32,57273404620,5631428824012,5688702228632,18517600449.000,18517.600449,0.019,36.00,36.00,43.00,43.00,262.322327,262322.327,198.733383,198733.383,4.854675,4854.675,,,262.322327,262322.327
crc32,57273860588,5688703474544,5745977335132,18517745006.000,18517.745006,0.019,36.00,36.00,43.00,42.00,261.889557,261889.557,198.316544,198316.544,4.855545,4855.545,,,261.889557,261889.557
crc32,57273740864,5745978571992,5803252312856,18517666179.000,18517.666179,0.020,36.00,37.00,42.00,43.00,262.146393,262146.393,198.568237,198568.237,4.854752,4854.752,,,262.146393,262146.393
crc32,57274089840,5803253451449,5860527541289,18517819125.000,18517.819125,0.019,37.00,37.00,43.00,43.00,261.985413,261985.413,198.391983,198391.983,4.855042,4855.042,,,261.985413,261985.413
crc32,57273528156,5860528772253,5917802300409,18517576826.000,18517.576826,0.019,37.00,37.00,43.00,44.00,262.124557,262124.557,198.527954,198527.954,4.856155,4856.155,,,262.124557,262124.557
crc32,57273392788,5917803351669,5975076744457,18517592472.000,18517.592472,0.019,37.00,37.00,44.00,43.00,262.007477,262007.477,198.388824,198388.824,4.854706,4854.706,,,262.007477,262007.477
crc32,57273684200,5975077972157,6032351656357,18517660248.000,18517.660248,0.019,37.00,37.00,43.00,44.00,262.037872,262037.872,198.457001,198457.001,4.854736,4854.736,,,262.037872,262037.872
crc32,57274089540,6032352808017,6089626897557,18517844351.000,18517.844351,0.019,38.00,37.00,44.00,43.00,262.425323,262425.323,198.798889,198798.889,4.858475,4858.475,,,262.425323,262425.323
crc32,57273460876,6089628210429,6146901671305,18517632158.000,18517.632158,0.019,37.00,38.00,43.00,43.00,262.484009,262484.009,198.828934,198828.934,4.857742,4857.742,,,262.484009,262484.009
crc32,57273406536,6146902953065,6204176359601,18517565796.000,18517.565796,0.019,38.00,37.00,43.00,43.00,262.560501,262560.501,198.923676,198923.676,4.858871,4858.871,,,262.560501,262560.501
crc32,57273535868,6204177494441,6261451030309,18517641958.000,18517.641958,0.019,37.00,38.00,43.00,44.00,262.404175,262404.175,198.784637,198784.637,4.857651,4857.651,,,262.404175,262404.175
crc32,57273633280,6261452267497,6318725900777,18517671279.000,18517.671279,0.019,38.00,37.00,44.00,44.00,262.559814,262559.814,198.889984,198889.984,4.857391,4857.391,,,262.559814,262559.814
crc32,57273929484,6318727143925,6376001073409,18517740424.000,18517.740424,0.019,37.00,37.00,44.00,44.00,262.535355,262535.355,198.858536,198858.536,4.858932,4858.932,,,262.535355,262535.355
crc32,57273706928,6376002210409,6433275917337,18517696399.000,18517.696399,0.019,37.00,37.00,44.00,45.00,262.561707,262561.707,198.855576,198855.576,4.858368,4858.368,,,262.561707,262561.707
crc32,57273447512,6433277155925,6490550603437,18517634561.000,18517.634561,0.019,37.00,38.00,45.00,44.00,263.113419,263113.419,199.388351,199388.351,4.858566,4858.566,,,263.113419,263113.419
crc32,57273377388,6490551906907,6547825284295,18517586430.000,18517.586430,0.019,38.00,38.00,44.00,43.00,262.985596,262985.596,199.279999,199279.999,4.857986,4857.986,,,262.985596,262985.596
crc32,57273415676,6547826512203,6605099927879,18517622892.000,18517.622892,0.019,38.00,38.00,44.00,45.00,262.453003,262453.003,198.804810,198804.810,4.858185,4858.185,,,262.453003,262453.003
crc32,57273846008,6605101228305,6662375074313,18517739427.000,18517.739427,0.019,38.00,37.00,45.00,45.00,262.968445,262968.445,199.271530,199271.530,4.857361,4857.361,,,262.968445,262968.445
crc32,57273665152,6662376301857,6719649967009,18517501572.000,18517.501572,0.019,37.00,39.00,45.00,44.00,263.211060,263211.060,199.498932,199498.932,4.857834,4857.834,,,263.211060,263211.060
crc32,57352688100,6719650692065,6777003380165,18543238622.000,18543.238622,0.018,39.00,38.00,44.00,45.00,274.399963,274399.963,210.504776,210504.776,4.862671,4862.671,,,274.399963,274399.963
crc32,57273738500,6777004646185,6834278384685,18517709351.000,18517.709351,0.019,38.00,38.00,45.00,44.00,262.952164,262952.164,199.279480,199279.480,4.856033,4856.033,,,262.952164,262952.164
crc32,57273808016,6834279637961,6891553445977,18517728272.000,18517.728272,0.019,38.00,39.00,44.00,44.00,262.718414,262718.414,199.031738,199031.738,4.858414,4858.414,,,262.718414,262718.414
crc32,57274189368,6891554682265,6948828871633,18517855483.000,18517.855483,0.019,39.00,38.00,44.00,45.00,262.856766,262856.766,199.125656,199125.656,4.858521,4858.521,,,262.856766,262856.766
crc32,57274113612,6948830121449,7006104235061,18517842458.000,18517.842458,0.019,39.00,37.00,45.00,44.00,262.887131,262887.131,199.136597,199136.597,4.857742,4857.742,,,262.887131,262887.131
crc32,57273921128,7006105514447,7063379435575,18517821050.000,18517.821050,0.019,37.00,39.00,44.00,44.00,262.554459,262554.459,198.807159,198807.159,4.859406,4859.406,,,262.554459,262554.459
crc32,57274265596,7063380845795,7120655111391,18517875705.000,18517.875705,0.019,39.00,38.00,44.00,44.00,262.920151,262920.151,199.094635,199094.635,4.858093,4858.093,,,262.920151,262920.151
crc32,57273408888,7120656344271,7177929753159,18517565349.000,18517.565349,0.019,38.00,37.00,44.00,45.00,262.903397,262903.397,199.026001,199026.001,4.856323,4856.323,,,262.903397,262903.397
crc32,57274413432,7177930880935,7235205294367,18517928923.000,18517.928923,0.019,37.00,38.00,45.00,45.00,263.128677,263128.677,199.375076,199375.076,4.857727,4857.727,,,263.128677,263128.677
crc32,57273810300,7235206542759,7292480353059,18517744408.000,18517.744408,0.019,38.00,38.00,45.00,45.00,262.968933,262968.933,199.214050,199214.050,4.858536,4858.536,,,262.968933,262968.933
crc32,57273783320,7292481652717,7349755436037,18517696584.000,18517.696584,0.019,38.00,37.00,45.00,45.00,262.673920,262673.920,198.937683,198937.683,4.858322,4858.322,,,262.673920,262673.920
crc32,57273952352,7349756581277,7407030533629,18517788371.000,18517.788371,0.019,37.00,39.00,45.00,45.00,262.930313,262930.313,199.202927,199202.927,4.858994,4858.994,,,262.930313,262930.313
crc32,57274278816,7407031842431,7464306121247,18517870081.000,18517.870081,0.019,39.00,38.00,45.00,44.00,263.031952,263031.952,199.229950,199229.950,4.857742,4857.742,,,263.031952,263031.952
crc32,57273618636,7464307319029,7521580937665,18517665771.000,18517.665771,0.019,38.00,38.00,44.00,44.00,263.575363,263575.363,199.791550,199791.550,4.858215,4858.215,,,263.575363,263575.363
