benchmark,cpu_cycles,cycles_start,cycles_end,time_ns,time_ms,cooldown_ms,temp_before,temp_after,pkg_temp_before,pkg_temp_after,pkg_joules,pkg_mJ,pp0_joules,pp0_mJ,pp1_joules,pp1_mJ,dram_joules,dram_mJ,total_joules,total_mJ
crc32,477291188,1490446314271,1490923605459,154725269.000,154.725269,0.072,36.00,37.00,44.00,42.00,2.198853,2198.853,1.669037,1669.037,0.040421,40.421,,,2.198853,2198.853
crc32,477404568,1490924828399,1491402232967,154697950.000,154.697950,0.019,37.00,36.00,42.00,42.00,2.197784,2197.784,1.668457,1668.457,0.040421,40.421,,,2.197784,2197.784
crc32,477345492,1491403530677,1491880876169,154691853.000,154.691853,0.018,36.00,36.00,42.00,42.00,2.200302,2200.302,1.670715,1670.715,0.040390,40.390,,,2.200302,2200.302
crc32,477443392,1491882156599,1492359599991,154697243.000,154.697243,0.018,36.00,36.00,42.00,42.00,2.230347,2230.347,1.697449,1697.449,0.040649,40.649,,,2.230347,2230.347
crc32,477323168,1492360820287,1492838143455,154630057.000,154.630057,0.018,36.00,36.00,42.00,42.00,2.191574,2191.574,1.662292,1662.292,0.040421,40.421,,,2.191574,2191.574
crc32,477367540,1492839241227,1493316608767,154623708.000,154.623708,0.018,36.00,36.00,42.00,42.00,2.195129,2195.129,1.665604,1665.604,0.040466,40.466,,,2.195129,2195.129
crc32,477386680,1493317659383,1493795046063,154703168.000,154.703168,0.018,36.00,36.00,42.00,42.00,2.196091,2196.091,1.666397,1666.397,0.040421,40.421,,,2.196091,2196.091
crc32,477334956,1493796321839,1494273656795,154641897.000,154.641897,0.018,36.00,36.00,42.00,42.00,2.199081,2199.081,1.669205,1669.205,0.040405,40.405,,,2.199081,2199.081
crc32,477355180,1494274792987,1494752148167,154652945.000,154.652945,0.018,36.00,36.00,42.00,42.00,2.208130,2208.130,1.678329,1678.329,0.040390,40.390,,,2.208130,2208.130
crc32,477367920,1494753300659,1495230668579,154650802.000,154.650802,0.018,36.00,37.00,42.00,42.00,2.197708,2197.708,1.668091,1668.091,0.040390,40.390,,,2.197708,2197.708
crc32,477437200,1495231800671,1495709237871,154701107.000,154.701107,0.018,37.00,37.00,42.00,42.00,2.205399,2205.399,1.674667,1674.667,0.040405,40.405,,,2.205399,2205.399
crc32,477355124,1495710461371,1496187816495,154671196.000,154.671196,0.018,36.00,37.00,42.00,42.00,2.193619,2193.619,1.664505,1664.505,0.040726,40.726,,,2.193619,2193.619
crc32,477343408,1496189031203,1496666374611,154664249.000,154.664249,0.018,37.00,36.00,42.00,42.00,2.193314,2193.314,1.663971,1663.971,0.040466,40.466,,,2.193314,2193.314
