benchmark,cpu_cycles,cycles_start,cycles_end,time_ns,time_ms,cooldown_ms,temp_before,temp_after,pkg_temp_before,pkg_temp_after,pkg_joules,pkg_mJ,dram_joules,dram_mJ,total_joules,total_mJ
crc32,57141867848,80431323582,137573191430,18475320619.000,18475.320619,0.000,39.00,40.00,39.00,40.00,262.009277,262009.277,0.000000,0.000,262.009277,262009.277
crc32,57142171836,137573232338,194715404174,18475418872.000,18475.418872,0.000,40.00,41.00,40.00,41.00,262.261810,262261.810,0.000000,0.000,262.261810,262261.810
crc32,57142449924,194715438506,251857888430,18475508790.000,18475.508790,0.000,41.00,41.00,41.00,41.00,262.515899,262515.899,0.000000,0.000,262.515899,262515.899
crc32,57142055376,251857920414,308999975790,18475381215.000,18475.381215,0.000,41.00,41.00,41.00,41.00,262.863845,262863.845,0.000000,0.000,262.863845,262863.845
crc32,57142202928,309000008786,366142211714,18475428911.000,18475.428911,0.000,41.00,42.00,41.00,42.00,262.959411,262959.411,0.000000,0.000,262.959411,262959.411
crc32,57141906984,366142242762,423284149746,18475333239.000,18475.333239,0.000,42.00,42.00,42.00,42.00,263.106506,263106.506,0.000000,0.000,263.106506,263106.506
crc32,57142204964,423284180786,480426385750,18475429591.000,18475.429591,0.000,42.00,42.00,42.00,42.00,263.506713,263506.713,0.000000,0.000,263.506713,263506.713
crc32,57142467464,480426416982,537568884446,18475514445.000,18475.514445,0.000,42.00,42.00,42.00,42.00,263.680664,263680.664,0.000000,0.000,263.680664,263680.664
crc32,57141761084,537568915594,594710676678,18475286056.000,18475.286056,0.000,42.00,42.00,42.00,42.00,263.839111,263839.111,0.000000,0.000,263.839111,263839.111
crc32,57141940852,594710709310,651852650162,18475344192.000,18475.344192,0.000,42.00,43.00,42.00,43.00,263.954315,263954.315,0.000000,0.000,263.954315,263954.315
crc32,57141771544,651852681358,708994452902,18475289438.000,18475.289438,0.000,43.00,42.00,43.00,42.00,263.966995,263966.995,0.000000,0.000,263.966995,263966.995
crc32,57142205036,708994483818,766136688854,18475429598.000,18475.429598,0.000,42.00,42.00,42.00,42.00,263.957611,263957.611,0.000000,0.000,263.957611,263957.611
crc32,57142874324,766136719446,823279593770,18475646005.000,18475.646005,0.000,42.00,43.00,42.00,43.00,264.132492,264132.492,0.000000,0.000,264.132492,264132.492
crc32,57141901148,823279625326,880421526474,18475331352.000,18475.331352,0.000,43.00,42.00,43.00,42.00,264.155014,264155.014,0.000000,0.000,264.155014,264155.014
crc32,57142077956,880421557810,937563635766,18475388511.000,18475.388511,0.000,42.00,43.00,42.00,43.00,264.100494,264100.494,0.000000,0.000,264.100494,264100.494
crc32,57141878780,937563666542,994705545322,18475324121.000,18475.324121,0.000,43.00,43.00,43.00,43.00,264.317749,264317.749,0.000000,0.000,264.317749,264317.749
crc32,57142036388,994705576098,1051847612486,18475375082.000,18475.375082,0.000,43.00,43.00,43.00,43.00,264.295043,264295.043,0.000000,0.000,264.295043,264295.043
crc32,57142139832,1051847643514,1108989783346,18475408515.000,18475.408515,0.000,43.00,43.00,43.00,43.00,264.383071,264383.071,0.000000,0.000,264.383071,264383.071
crc32,57141788500,1108989816310,1166131604810,18475294933.000,18475.294933,0.000,43.00,43.00,43.00,43.00,264.616333,264616.333,0.000000,0.000,264.616333,264616.333
crc32,57142161988,1166131635794,1223273797782,18475415689.000,18475.415689,0.000,43.00,43.00,43.00,43.00,264.792114,264792.114,0.000000,0.000,264.792114,264792.114
crc32,57141865124,1223273828866,1280415693990,18475319694.000,18475.319694,0.000,43.00,43.00,43.00,43.00,264.918426,264918.426,0.000000,0.000,264.918426,264918.426
crc32,57142183368,1280415724566,1337557907934,18475422591.000,18475.422591,0.000,43.00,44.00,43.00,44.00,264.882324,264882.324,0.000000,0.000,264.882324,264882.324
crc32,57142423880,1337557938838,1394700362718,18475500366.000,18475.500366,0.000,44.00,44.00,44.00,44.00,265.100692,265100.692,0.000000,0.000,265.100692,265100.692
crc32,57141777812,1394700393498,1451842171310,18475291465.000,18475.291465,0.000,44.00,44.00,44.00,44.00,265.111480,265111.480,0.000000,0.000,265.111480,265111.480
crc32,57142038660,1451842202270,1508984240930,18475375803.000,18475.375803,0.000,44.00,44.00,44.00,44.00,265.062347,265062.347,0.000000,0.000,265.062347,265062.347
crc32,57141936864,1508984271762,1566126208626,18475342900.000,18475.342900,0.000,44.00,44.00,44.00,44.00,265.250747,265250.747,0.000000,0.000,265.250747,265250.747
crc32,57142196232,1566126239146,1623268435378,18475426762.000,18475.426762,0.000,44.00,43.00,44.00,43.00,265.126800,265126.800,0.000000,0.000,265.126800,265126.800
crc32,57142440688,1623268465986,1680410906674,18475505788.000,18475.505788,0.000,43.00,43.00,43.00,43.00,265.115478,265115.478,0.000000,0.000,265.115478,265115.478
crc32,57142035152,1680410937154,1737552972306,18475374683.000,18475.374683,0.000,43.00,43.00,43.00,43.00,264.944091,264944.091,0.000000,0.000,264.944091,264944.091
crc32,57142497620,1737553003598,1794695501218,18475524209.000,18475.524209,0.000,43.00,44.00,43.00,44.00,265.034317,265034.317,0.000000,0.000,265.034317,265034.317
crc32,57142258064,1794695531970,1851837790034,18475446742.000,18475.446742,0.000,44.00,43.00,44.00,43.00,264.997573,264997.573,0.000000,0.000,264.997573,264997.573
crc32,57141703652,1851837821022,1908979524674,18475267488.000,18475.267488,0.000,43.00,44.00,43.00,44.00,264.971328,264971.328,0.000000,0.000,264.971328,264971.328
crc32,57141890284,1908979555618,1966121445902,18475327842.000,18475.327842,0.000,44.00,44.00,44.00,44.00,265.225265,265225.265,0.000000,0.000,265.225265,265225.265
crc32,57141684632,1966121476694,2023263161326,18475261338.000,18475.261338,0.000,44.00,44.00,44.00,44.00,265.229370,265229.370,0.000000,0.000,265.229370,265229.370
crc32,57141706320,2023263191862,2080404898182,18475268351.000,18475.268351,0.000,44.00,43.00,44.00,43.00,265.279983,265279.983,0.000000,0.000,265.279983,265279.983
crc32,57141732200,2080404928754,2137546660954,18475276724.000,18475.276724,0.000,43.00,44.00,43.00,44.00,265.108093,265108.093,0.000000,0.000,265.108093,265108.093
crc32,57142670896,2137546691750,2194689362646,18475580233.000,18475.580233,0.000,44.00,44.00,44.00,44.00,265.167419,265167.419,0.000000,0.000,265.167419,265167.419
crc32,57142208040,2194689395614,2251831603654,18475430570.000,18475.430570,0.000,44.00,44.00,44.00,44.00,265.219833,265219.833,0.000000,0.000,265.219833,265219.833
crc32,57142046848,2251831634498,2308973681346,18475378460.000,18475.378460,0.000,44.00,44.00,44.00,44.00,265.241821,265241.821,0.000000,0.000,265.241821,265241.821
crc32,57142053316,2308973711954,2366115765270,18475380554.000,18475.380554,0.000,44.00,44.00,44.00,44.00,265.195266,265195.266,0.000000,0.000,265.195266,265195.266
crc32,57142154416,2366115795958,2423257950374,18475413231.000,18475.413231,0.000,44.00,43.00,44.00,43.00,265.242340,265242.340,0.000000,0.000,265.242340,265242.340
crc32,57142339124,2423257981518,2480400320642,18475472960.000,18475.472960,0.000,43.00,44.00,43.00,44.00,265.255126,265255.126,0.000000,0.000,265.255126,265255.126
crc32,57141836012,2480400351602,2537542187614,18475310292.000,18475.310292,0.000,44.00,44.00,44.00,44.00,265.244522,265244.522,0.000000,0.000,265.244522,265244.522
crc32,57141497220,2537542218018,2594683715238,18475200743.000,18475.200743,0.000,44.00,44.00,44.00,44.00,265.388977,265388.977,0.000000,0.000,265.388977,265388.977
crc32,57141993496,2594683745906,2651825739402,18475361199.000,18475.361199,0.000,44.00,44.00,44.00,44.00,265.496719,265496.719,0.000000,0.000,265.496719,265496.719
crc32,57141797252,2651825769986,2708967567238,18475297759.000,18475.297759,0.000,44.00,44.00,44.00,44.00,265.495925,265495.925,0.000000,0.000,265.495925,265495.925
crc32,57141533984,2708967598098,2766109132082,18475212631.000,18475.212631,0.000,44.00,44.00,44.00,44.00,265.487442,265487.442,0.000000,0.000,265.487442,265487.442
crc32,57141509112,2766109162910,2823250672022,18475204585.000,18475.204585,0.000,44.00,44.00,44.00,44.00,265.493637,265493.637,0.000000,0.000,265.493637,265493.637
crc32,57142078312,2823250702462,2880392780774,18475388631.000,18475.388631,0.000,44.00,44.00,44.00,44.00,265.448684,265448.684,0.000000,0.000,265.448684,265448.684
crc32,57142238064,2880392811370,2937535049434,18475440286.000,18475.440286,0.000,44.00,44.00,44.00,44.00,265.505340,265505.340,0.000000,0.000,265.505340,265505.340
cubic,46008321584,2937535080470,2983543402054,14875581256.000,14875.581256,0.000,44.00,44.00,44.00,44.00,226.992904,226992.904,0.000000,0.000,226.992904,226992.904
cubic,46007915352,2983543434030,3029551349382,14875449972.000,14875.449972,0.000,44.00,45.00,44.00,45.00,226.948013,226948.013,0.000000,0.000,226.948013,226948.013
cubic,46008596964,3029551380946,3075559977910,14875670278.000,14875.670278,0.000,45.00,44.00,45.00,44.00,226.996765,226996.765,0.000000,0.000,226.996765,226996.765
cubic,46007032324,3075560008850,3121567041174,14875164404.000,14875.164404,0.000,44.00,45.00,44.00,45.00,227.052871,227052.871,0.000000,0.000,227.052871,227052.871
cubic,46008486488,3121567072230,3167575558718,14875634572.000,14875.634572,0.000,45.00,44.00,45.00,44.00,227.009490,227009.490,0.000000,0.000,227.009490,227009.490
cubic,46007330220,3167575589834,3213582920054,14875260708.000,14875.260708,0.000,44.00,44.00,44.00,44.00,227.003616,227003.616,0.000000,0.000,227.003616,227003.616
cubic,46008200612,3213582951326,3259591151938,14875542139.000,14875.542139,0.000,44.00,44.00,44.00,44.00,227.107452,227107.452,0.000000,0.000,227.107452,227107.452
cubic,46008179836,3259591182986,3305599362822,14875535425.000,14875.535425,0.000,44.00,44.00,44.00,44.00,227.053115,227053.115,0.000000,0.000,227.053115,227053.115
cubic,46009126824,3305599393902,3351608520726,14875841597.000,14875.841597,0.000,44.00,44.00,44.00,44.00,227.049362,227049.362,0.000000,0.000,227.049362,227049.362
cubic,46008034184,3351608552074,3397616586258,14875488316.000,14875.488316,0.000,44.00,45.00,44.00,45.00,227.161499,227161.499,0.000000,0.000,227.161499,227161.499
cubic,46008174140,3397616616906,3443624791046,14875533581.000,14875.533581,0.000,45.00,45.00,45.00,45.00,227.301986,227301.986,0.000000,0.000,227.301986,227301.986
cubic,46007486000,3443624821702,3489632307702,14875311078.000,14875.311078,0.000,45.00,45.00,45.00,45.00,227.393905,227393.905,0.000000,0.000,227.393905,227393.905
cubic,46007818096,3489632338754,3535640156850,14875418454.000,14875.418454,0.000,45.00,45.00,45.00,45.00,227.587249,227587.249,0.000000,0.000,227.587249,227587.249
cubic,46007625188,3535640188122,3581647813310,14875356091.000,14875.356091,0.000,45.00,45.00,45.00,45.00,227.490447,227490.447,0.000000,0.000,227.490447,227490.447
cubic,46008503768,3581647844234,3627656348002,14875640158.000,14875.640158,0.000,45.00,45.00,45.00,45.00,227.389434,227389.434,0.000000,0.000,227.389434,227389.434
