benchmark,cpu_cycles,cycles_start,cycles_end,time_ns,time_ms,cooldown_ms,temp_before,temp_after,pkg_temp_before,pkg_temp_after,pkg_joules,pkg_mJ,pp0_joules,pp0_mJ,pp1_joules,pp1_mJ,dram_joules,dram_mJ,total_joules,total_mJ
crc32,476100040,83492971552,83969071592,153936198.000,153.936198,0.000,44.00,45.00,44.00,45.00,2.222717,2222.717,1.652359,1652.359,0.039978,39.978,,,3.915054,3915.054
crc32,476100180,83982180752,84458280932,153936164.000,153.936164,0.000,44.00,45.00,44.00,45.00,2.209793,2209.793,1.643325,1643.325,0.039749,39.749,,,3.892867,3892.867
crc32,476585916,84471390136,84947976052,154093249.000,154.093249,0.000,44.00,44.00,44.00,44.00,2.207702,2207.702,1.641998,1641.998,0.039749,39.749,,,3.889449,3889.449
crc32,476099512,84961082460,85437181972,153935940.000,153.935940,0.000,44.00,44.00,44.00,44.00,2.207489,2207.489,1.641769,1641.769,0.039794,39.794,,,3.889052,3889.052
crc32,476077560,85450284012,85926361572,153928836.000,153.928836,0.000,44.00,45.00,44.00,45.00,2.221237,2221.237,1.652481,1652.481,0.040008,40.008,,,3.913726,3913.726
crc32,476100828,85939470184,86415571012,153936361.000,153.936361,0.000,45.00,45.00,45.00,45.00,2.222442,2222.442,1.653457,1653.457,0.039978,39.978,,,3.915877,3915.877
crc32,476082788,86428676956,86904759744,153930528.000,153.930528,0.000,44.00,44.00,45.00,44.00,2.220870,2220.870,1.652160,1652.160,0.039993,39.993,,,3.913023,3913.023
crc32,476085584,86917860868,87393946452,153931430.000,153.931430,0.000,43.00,45.00,44.00,45.00,2.207519,2207.519,1.642410,1642.410,0.039749,39.749,,,3.889678,3889.678
crc32,476100252,87407052024,87883152276,153936174.000,153.936174,0.000,44.00,44.00,44.00,44.00,2.207412,2207.412,1.642227,1642.227,0.039733,39.733,,,3.889372,3889.372
crc32,476096884,87896257636,88372354520,153935093.000,153.935093,0.000,44.00,44.00,44.00,44.00,2.221557,2221.557,1.652694,1652.694,0.039962,39.962,,,3.914213,3914.213
