benchmark,cpu_cycles,cycles_start,cycles_end,time_ns,time_ms,cooldown_ms,temp_before,temp_after,pkg_temp_before,pkg_temp_after,pkg_joules,pkg_mJ,pp0_joules,pp0_mJ,pp1_joules,pp1_mJ,dram_joules,dram_mJ,total_joules,total_mJ
crc32,57139603768,133504259795,190643863563,18473284892.000,18473.284892,0.000,42.00,41.00,43.00,41.00,262.985198,262985.198,195.728622,195728.622,4.787887,4787.887,,,463.501707,463501.707
crc32,57139704804,190656904491,247796609295,18473317480.000,18473.317480,0.000,41.00,42.00,41.00,42.00,263.242141,263242.141,195.986404,195986.404,4.786941,4786.941,,,464.015486,464015.486
crc32,57140119728,247809653427,304949773155,18473451617.000,18473.451617,0.000,41.00,42.00,41.00,42.00,263.194824,263194.824,195.890151,195890.151,4.787429,4787.429,,,463.872404,463872.404
crc32,57139824048,304962820543,362102644591,18473356023.000,18473.356023,0.000,41.00,42.00,41.00,42.00,263.614730,263614.730,196.240600,196240.600,4.787734,4787.734,,,464.643064,464643.064
crc32,57139686044,362115700019,419255386063,18473311422.000,18473.311422,0.000,42.00,43.00,42.00,43.00,263.882675,263882.675,196.477096,196477.096,4.787261,4787.261,,,465.147032,465147.032
crc32,57139818864,419268446375,476408265239,18473354358.000,18473.354358,0.000,42.00,42.00,42.00,42.00,263.895645,263895.645,196.426132,196426.132,4.787963,4787.963,,,465.109740,465109.740
crc32,57139660144,476421330515,533560990659,18473303031.000,18473.303031,0.000,41.00,43.00,42.00,43.00,263.784042,263784.042,196.269683,196269.683,4.788604,4788.604,,,464.842329,464842.329
crc32,57139886128,533574058659,590713944787,18473376104.000,18473.376104,0.000,42.00,42.00,42.00,42.00,264.024291,264024.291,196.465316,196465.316,4.786987,4786.987,,,465.276594,465276.594
crc32,57139960752,590727022691,647866983443,18473400231.000,18473.400231,0.000,41.00,43.00,42.00,43.00,264.038406,264038.406,196.532028,196532.028,4.787658,4787.658,,,465.358092,465358.092
crc32,57139887592,647880065311,705019952903,18473376566.000,18473.376566,0.000,43.00,44.00,43.00,44.00,264.188903,264188.903,196.622344,196622.344,4.787139,4787.139,,,465.598386,465598.386
