benchmark,cpu_cycles,cycles_start,cycles_end,time_ns,time_ms,cooldown_ms,temp_before,temp_after,pkg_temp_before,pkg_temp_after,pkg_joules,pkg_mJ,pp0_joules,pp0_mJ,pp1_joules,pp1_mJ,dram_joules,dram_mJ,total_joules,total_mJ
crc32,57269600520,2984595906036,3041865506556,18516451227.000,18516.451227,0.091,38.00,39.00,45.00,43.00,262.300049,262300.049,198.190094,198190.094,4.854507,4854.507,,,262.300049,262300.049
crc32,57271158160,3041866785272,3099137943432,18516871567.000,18516.871567,0.022,39.00,39.00,43.00,44.00,263.213089,263213.089,199.016678,199016.678,4.857956,4857.956,,,263.213089,263213.089
crc32,57269963672,3099139170852,3156409134524,18516512845.000,18516.512845,0.019,39.00,40.00,44.00,44.00,263.254333,263254.333,198.994736,198994.736,4.858383,4858.383,,,263.254333,263254.333
crc32,57270478852,3156410451791,3213680930643,18516682011.000,18516.682011,0.019,40.00,39.00,44.00,45.00,263.579849,263579.849,199.325226,199325.226,4.858398,4858.398,,,263.579849,263579.849
crc32,57270737636,3213682253037,3270952990673,18516742963.000,18516.742963,0.019,39.00,39.00,45.00,44.00,263.675842,263675.842,199.372177,199372.177,4.858627,4858.627,,,263.675842,263675.842
crc32,57270228864,3270954209985,3328224438849,18516586158.000,18516.586158,0.019,39.00,39.00,44.00,45.00,263.713898,263713.898,199.350235,199350.235,4.857986,4857.986,,,263.713898,263713.898
crc32,57269671908,3328225685335,3385495357243,18516449502.000,18516.449502,0.020,39.00,40.00,45.00,45.00,263.812119,263812.119,199.363007,199363.007,4.856735,4856.735,,,263.812119,263812.119
crc32,57269940212,3385496738101,3442766678313,18516495752.000,18516.495752,0.019,40.00,40.00,45.00,46.00,263.816803,263816.803,199.313400,199313.400,4.858109,4858.109,,,263.816803,263816.803
crc32,57268369468,3442775071170,3500043440638,18516143802.000,18516.143802,2.160,40.00,40.00,44.00,46.00,264.131531,264131.531,199.675400,199675.400,4.855896,4855.896,,,264.131531,264131.531
crc32,57267965780,3500051694028,3557319659808,18515965690.000,18515.965690,2.177,40.00,40.00,45.00,44.00,264.137543,264137.543,199.653366,199653.366,4.854919,4854.919,,,264.137543,264137.543
crc32,57268483252,3557320963702,3614589446954,18516041687.000,18516.041687,0.020,40.00,40.00,44.00,46.00,263.911407,263911.407,199.499390,199499.390,4.855057,4855.057,,,263.911407,263911.407
crc32,57268877640,3614597180591,3671866058231,18516212469.000,18516.212469,2.093,40.00,39.00,44.00,45.00,264.095703,264095.703,199.628296,199628.296,4.855942,4855.942,,,264.095703,264095.703
crc32,57268009136,3671867536981,3729135546117,18515760773.000,18515.760773,0.021,39.00,40.00,45.00,45.00,263.929810,263929.810,199.418381,199418.381,4.857407,4857.407,,,263.929810,263929.810
crc32,57336671064,3729136477937,3786473149001,18538030897.000,18538.030897,0.018,40.00,40.00,45.00,45.00,275.718658,275718.658,211.082657,211082.657,4.860336,4860.336,,,275.718658,275718.658
crc32,57269921160,3786474386169,3843744307329,18516484092.000,18516.484092,0.043,40.00,40.00,45.00,46.00,264.886719,264886.719,200.395050,200395.050,4.855774,4855.774,,,264.886719,264886.719
crc32,57268349944,3843751978919,3901020328863,18516024681.000,18516.024681,2.093,41.00,40.00,45.00,45.00,264.377838,264377.838,199.861130,199861.130,4.856644,4856.644,,,264.377838,264377.838
