benchmark,cpu_cycles,cycles_start,cycles_end,time_ns,time_ms,cooldown_ms,temp_before,temp_after,pkg_temp_before,pkg_temp_after,pkg_joules,pkg_mJ,pp0_joules,pp0_mJ,pp1_joules,pp1_mJ,dram_joules,dram_mJ,total_joules,total_mJ
crc32,476100448,86944128260,87420228708,153936280.000,153.936280,0.000,42.00,42.00,42.00,42.00,2.203948,2203.948,1.638366,1638.366,0.040695,40.695,,,3.883009,3883.009
crc32,476099340,87433271816,87909371156,153935775.000,153.935775,0.000,41.00,42.00,42.00,42.00,2.203460,2203.460,1.638092,1638.092,0.040618,40.618,,,3.882170,3882.170
crc32,476699688,87922413500,88399113188,154129931.000,154.129931,0.000,41.00,41.00,41.00,41.00,2.208892,2208.892,1.643600,1643.600,0.040679,40.679,,,3.893171,3893.171
crc32,476081284,88412157916,88888239200,153929951.000,153.929951,0.000,41.00,42.00,41.00,42.00,2.186874,2186.874,1.625595,1625.595,0.040359,40.359,,,3.852828,3852.828
crc32,476102696,88901280524,89377383220,153936870.000,153.936870,0.000,41.00,42.00,41.00,42.00,2.184906,2184.906,1.623352,1623.352,0.040420,40.420,,,3.848678,3848.678
crc32,476101716,89390423228,89866524944,153936553.000,153.936553,0.000,41.00,41.00,41.00,41.00,2.198791,2198.791,1.633361,1633.361,0.040664,40.664,,,3.872816,3872.816
crc32,476101216,89879565732,90355666948,153936378.000,153.936378,0.000,41.00,41.00,41.00,41.00,2.200378,2200.378,1.634918,1634.918,0.040710,40.710,,,3.876006,3876.006
crc32,476095268,90368705852,90844801120,153934456.000,153.934456,0.000,41.00,42.00,41.00,42.00,2.199661,2199.661,1.634780,1634.780,0.040710,40.710,,,3.875151,3875.151
crc32,476086852,90857843520,91333930372,153931736.000,153.931736,0.000,41.00,41.00,41.00,41.00,2.185592,2185.592,1.624206,1624.206,0.040374,40.374,,,3.850172,3850.172
crc32,476684032,91346968476,91823652508,154124863.000,154.124863,0.000,40.00,42.00,40.00,42.00,2.189575,2189.575,1.628326,1628.326,0.040344,40.344,,,3.858245,3858.245
crc32,476097960,91837499460,92313597420,153935325.000,153.935325,0.000,40.00,42.00,41.00,42.00,2.183349,2183.349,1.622131,1622.131,0.040313,40.313,,,3.845793,3845.793
crc32,476098168,92328245336,92804343504,153935406.000,153.935406,0.000,41.00,41.00,41.00,41.00,2.198013,2198.013,1.633102,1633.102,0.040618,40.618,,,3.871733,3871.733
crc32,476080536,92818995924,93295076460,153929706.000,153.929706,0.000,40.00,41.00,40.00,41.00,2.199676,2199.676,1.634963,1634.963,0.040679,40.679,,,3.875318,3875.318
crc32,476074168,93309731240,93785805408,153927646.000,153.927646,0.000,41.00,42.00,41.00,42.00,2.184356,2184.356,1.623779,1623.779,0.040451,40.451,,,3.848586,3848.586
crc32,476082244,93800455308,94276537552,153930257.000,153.930257,0.000,41.00,41.00,41.00,41.00,2.197357,2197.357,1.632781,1632.781,0.040618,40.618,,,3.870756,3870.756
crc32,476692188,94291190272,94767882460,154127497.000,154.127497,0.000,41.00,41.00,41.00,41.00,2.203140,2203.140,1.637985,1637.985,0.040588,40.588,,,3.881713,3881.713
crc32,476072976,94782537168,95258610144,153927248.000,153.927248,0.000,41.00,41.00,41.00,41.00,2.182174,2182.174,1.621231,1621.231,0.040313,40.313,,,3.843718,3843.718
crc32,476104968,95273258848,95749363816,153937592.000,153.937592,0.000,40.00,41.00,40.00,41.00,2.196502,2196.502,1.632217,1632.217,0.040588,40.588,,,3.869307,3869.307
crc32,476100816,95764016488,96240117304,153936251.000,153.936251,0.000,41.00,41.00,41.00,41.00,2.196533,2196.533,1.632202,1632.202,0.040573,40.573,,,3.869308,3869.308
crc32,476095164,96254770160,96730865324,153934435.000,153.934435,0.000,40.00,41.00,41.00,41.00,2.183670,2183.670,1.622619,1622.619,0.040390,40.390,,,3.846679,3846.679
crc32,476102496,96745518032,97221620528,153936805.000,153.936805,0.000,41.00,41.00,41.00,41.00,2.196731,2196.731,1.632614,1632.614,0.040542,40.542,,,3.869887,3869.887
crc32,476085332,97236271224,97712356556,153931254.000,153.931254,0.000,40.00,41.00,40.00,41.00,2.196060,2196.060,1.631378,1631.378,0.040603,40.603,,,3.868041,3868.041
crc32,476686480,97727007664,98203694144,154125663.000,154.125663,0.000,41.00,41.00,41.00,41.00,2.189514,2189.514,1.629135,1629.135,0.040298,40.298,,,3.858947,3858.947
crc32,476077788,98218350272,98694428060,153928814.000,153.928814,0.000,40.00,41.00,40.00,41.00,2.196640,2196.640,1.632369,1632.369,0.040557,40.557,,,3.869566,3869.566
crc32,476083996,98709082556,99185166552,153930815.000,153.930815,0.000,41.00,42.00,41.00,42.00,2.195846,2195.846,1.632736,1632.736,0.040618,40.618,,,3.869200,3869.200
crc32,476084328,99199817320,99675901648,153930921.000,153.930921,0.000,40.00,41.00,41.00,41.00,2.181915,2181.915,1.622283,1622.283,0.040283,40.283,,,3.844481,3844.481
crc32,476079972,99690553780,100166633752,153929510.000,153.929510,0.000,41.00,42.00,41.00,42.00,2.196243,2196.243,1.632354,1632.354,0.040573,40.573,,,3.869170,3869.170
crc32,476101020,100181287336,100657388356,153936318.000,153.936318,0.000,41.00,41.00,41.00,41.00,2.195114,2195.114,1.631164,1631.164,0.040573,40.573,,,3.866851,3866.851
crc32,476691640,100672045360,101148737000,154127328.000,154.127328,0.000,41.00,41.00,41.00,41.00,2.187438,2187.438,1.627426,1627.426,0.040267,40.267,,,3.855131,3855.131
crc32,476086040,101163390008,101639476048,153931482.000,153.931482,0.000,41.00,41.00,41.00,41.00,2.195816,2195.816,1.631942,1631.942,0.040573,40.573,,,3.868331,3868.331
crc32,476103420,101654130580,102130234000,153937104.000,153.937104,0.000,41.00,42.00,41.00,42.00,2.196121,2196.121,1.632049,1632.049,0.040573,40.573,,,3.868743,3868.743
crc32,476097428,102144887408,102620984836,153935166.000,153.935166,0.000,41.00,41.00,41.00,41.00,2.182754,2182.754,1.622268,1622.268,0.040313,40.313,,,3.845335,3845.335
crc32,476094716,102635641692,103111736408,153934280.000,153.934280,0.000,40.00,41.00,40.00,41.00,2.194900,2194.900,1.630950,1630.950,0.040603,40.603,,,3.866453,3866.453
crc32,476096736,103126389012,103602485748,153934935.000,153.934935,0.000,40.00,41.00,40.00,41.00,2.194412,2194.412,1.631103,1631.103,0.040588,40.588,,,3.866103,3866.103
crc32,476696756,103617134764,104093831520,154128973.000,154.128973,0.000,40.00,41.00,40.00,41.00,2.181243,2181.243,1.621246,1621.246,0.040344,40.344,,,3.842833,3842.833
crc32,476097648,104108486392,104584584040,153935225.000,153.935225,0.000,40.00,41.00,40.00,41.00,2.195739,2195.739,1.632202,1632.202,0.040557,40.557,,,3.868498,3868.498
crc32,476099904,104599241172,105075341076,153935955.000,153.935955,0.000,41.00,41.00,41.00,41.00,2.196075,2196.075,1.631774,1631.774,0.040603,40.603,,,3.868452,3868.452
crc32,476088456,105089997348,105566085804,153932265.000,153.932265,0.000,40.00,41.00,40.00,41.00,2.183380,2183.380,1.623199,1623.199,0.040390,40.390,,,3.846969,3846.969
crc32,476080888,105580741612,106056822500,153929817.000,153.929817,0.000,40.00,42.00,40.00,42.00,2.196365,2196.365,1.633468,1633.468,0.040603,40.603,,,3.870436,3870.436
crc32,476101376,106071475076,106547576452,153936442.000,153.936442,0.000,40.00,41.00,40.00,41.00,2.197601,2197.601,1.633407,1633.407,0.040588,40.588,,,3.871596,3871.596
