benchmark,cpu_cycles,cycles_start,cycles_end,time_ns,time_ms,cooldown_ms,temp_before,temp_after,pkg_temp_before,pkg_temp_after,pkg_joules,pkg_mJ,pp0_joules,pp0_mJ,pp1_joules,pp1_mJ,dram_joules,dram_mJ,total_joules,total_mJ
crc32,57349037872,5361145261014,5418494298886,18542132011.000,18542.132011,2.245,40.00,39.00,45.00,43.00,284.170578,284170.578,219.717056,219717.056,4.809509,4809.509,,,284.170578,284170.578
crc32,57276441552,5418495517397,5475771958949,18518474933.000,18518.474933,0.023,39.00,40.00,43.00,43.00,278.437149,278437.149,214.057190,214057.190,4.798401,4798.401,,,278.437149,278437.149
crc32,57274697376,5475772830357,5533047527733,18518000375.000,18518.000375,0.020,40.00,40.00,43.00,43.00,276.319580,276319.580,211.880600,211880.600,4.797028,4797.028,,,276.319580,276319.580
crc32,57273038336,5533048673322,5590321711658,18517327129.000,18517.327129,0.019,40.00,40.00,43.00,43.00,276.202408,276202.408,211.806213,211806.213,4.796906,4796.906,,,276.202408,276202.408
crc32,57272801840,5590322434202,5647595236042,18517223011.000,18517.223011,0.019,40.00,40.00,43.00,43.00,276.655991,276655.991,212.155685,212155.685,4.798218,4798.218,,,276.655991,276655.991
crc32,57273126344,5647595925858,5704869052202,18517451353.000,18517.451353,0.020,39.00,40.00,43.00,43.00,277.235687,277235.687,212.682251,212682.251,4.801300,4801.300,,,277.235687,277235.687
crc32,57274276624,5704870074726,5762144351350,18517773180.000,18517.773180,0.020,40.00,40.00,43.00,44.00,276.685074,276685.074,212.073410,212073.410,4.804230,4804.230,,,276.685074,276685.074
crc32,57272632280,5762145217786,5819417850066,18517236576.000,18517.236576,0.020,40.00,40.00,44.00,43.00,276.745819,276745.819,212.142273,212142.273,4.800903,4800.903,,,276.745819,276745.819
crc32,57272938740,5819418694334,5876691633074,18517264713.000,18517.264713,0.019,40.00,40.00,43.00,44.00,276.933960,276933.960,212.319748,212319.748,4.801453,4801.453,,,276.933960,276933.960
crc32,57273159548,5876692274290,5933965433838,18517413937.000,18517.413937,0.022,40.00,40.00,44.00,43.00,277.080566,277080.566,212.409363,212409.363,4.802002,4802.002,,,277.080566,277080.566
crc32,57274425280,5933966297802,5991240723082,18517865488.000,18517.865488,0.019,40.00,41.00,43.00,44.00,277.303391,277303.391,212.588852,212588.852,4.795532,4795.532,,,277.303391,277303.391
crc32,57273060664,5991241735230,6048514795894,18517335431.000,18517.335431,0.019,41.00,40.00,44.00,44.00,277.262619,277262.619,212.555267,212555.267,4.795563,4795.563,,,277.262619,277262.619
crc32,57273032840,6048515523358,6105788556198,18517274150.000,18517.274150,0.019,40.00,40.00,44.00,44.00,277.333054,277333.054,212.613693,212613.693,4.795807,4795.807,,,277.333054,277333.054
crc32,57274115776,6105789124866,6163063240642,18517660868.000,18517.660868,0.020,40.00,41.00,44.00,44.00,277.267731,277267.731,212.555542,212555.542,4.796661,4796.661,,,277.267731,277267.731
crc32,57272845104,6163063926158,6220336771262,18517368768.000,18517.368768,0.019,40.00,41.00,44.00,44.00,277.098740,277098.740,212.425140,212425.140,4.798462,4798.462,,,277.098740,277098.740
crc32,57272486284,6220337819710,6277610305994,18517240142.000,18517.240142,0.019,41.00,40.00,44.00,44.00,277.390320,277390.320,212.714050,212714.050,4.798325,4798.325,,,277.390320,277390.320
crc32,57272570696,6277611315342,6334883886038,18517177167.000,18517.177167,0.020,40.00,40.00,44.00,44.00,277.202728,277202.728,212.540314,212540.314,4.798065,4798.065,,,277.202728,277202.728
crc32,57274525388,6334884619162,6392159144550,18517849047.000,18517.849047,0.020,40.00,40.00,44.00,44.00,277.513779,277513.779,212.833557,212833.557,4.802917,4802.917,,,277.513779,277513.779
