benchmark,cpu_cycles,cycles_start,cycles_end,time_ns,time_ms,cooldown_ms,temp_before,temp_after,pkg_temp_before,pkg_temp_after,pkg_joules,pkg_mJ,pp0_joules,pp0_mJ,pp1_joules,pp1_mJ,dram_joules,dram_mJ,total_joules,total_mJ
crc32,436219654,5753631552143,5754067771797,141310510.000,141.310510,0.060,34.00,34.00,44.00,42.00,2.468277,2468.277,1.988220,1988.220,0.037048,37.048,,,2.468277,2468.277
crc32,436282041,5754068779582,5754505061623,141313817.000,141.313817,0.018,34.00,34.00,42.00,41.00,2.467117,2467.117,1.987534,1987.534,0.037033,37.033,,,2.467117,2467.117
crc32,436394750,5754506041489,5754942436239,141336759.000,141.336759,0.016,34.00,34.00,41.00,41.00,2.466751,2466.751,1.986465,1986.465,0.037064,37.064,,,2.466751,2466.751
crc32,436764837,5754943346086,5755380110923,141403680.000,141.403680,0.016,34.00,34.00,41.00,40.00,2.460831,2460.831,1.979980,1979.980,0.037079,37.079,,,2.460831,2460.831
crc32,436633711,5755380872450,5755817506161,141359622.000,141.359622,0.016,34.00,34.00,40.00,41.00,2.439651,2439.651,1.962799,1962.799,0.036774,36.774,,,2.439651,2439.651
crc32,436455529,5755818257768,5756254713297,141304104.000,141.304104,0.016,34.00,34.00,41.00,41.00,2.450684,2450.684,1.973419,1973.419,0.036774,36.774,,,2.450684,2450.684
crc32,436937068,5756255473708,5756692410776,141499588.000,141.499588,0.016,34.00,34.00,41.00,41.00,2.464233,2464.233,1.983887,1983.887,0.036957,36.957,,,2.464233,2464.233
crc32,436137172,5756693294855,5757129432027,141220447.000,141.220447,0.016,34.00,34.00,41.00,41.00,2.462509,2462.509,1.981873,1981.873,0.036987,36.987,,,2.462509,2462.509
crc32,436179469,5757130251179,5757566430648,141254381.000,141.254381,0.016,34.00,35.00,41.00,41.00,2.463181,2463.181,1.982849,1982.849,0.036942,36.942,,,2.463181,2463.181
crc32,436147232,5757567312107,5758003459339,141241203.000,141.241203,0.016,35.00,34.00,41.00,41.00,2.464279,2464.279,1.983597,1983.597,0.037033,37.033,,,2.464279,2464.279
crc32,436701489,5758004348867,5758441050356,141402792.000,141.402792,0.020,34.00,34.00,41.00,41.00,2.466156,2466.156,1.985474,1985.474,0.037033,37.033,,,2.466156,2466.156
crc32,436232584,5758441872379,5758878104963,141271132.000,141.271132,0.016,34.00,34.00,41.00,41.00,2.463974,2463.974,1.983765,1983.765,0.037064,37.064,,,2.463974,2463.974
crc32,436134329,5758878992502,5759315126831,141258244.000,141.258244,0.016,34.00,35.00,41.00,42.00,2.464462,2464.462,1.984177,1984.177,0.037109,37.109,,,2.464462,2464.462
crc32,436334681,5759316072151,5759752406832,141322028.000,141.322028,0.016,35.00,34.00,42.00,42.00,2.465729,2465.729,1.984985,1984.985,0.037064,37.064,,,2.465729,2465.729
crc32,436126558,5759753346640,5760189473198,141256912.000,141.256912,0.016,34.00,35.00,42.00,40.00,2.463089,2463.089,1.982758,1982.758,0.037094,37.094,,,2.463089,2463.089
crc32,436187056,5760190420700,5760626607756,141255512.000,141.255512,0.016,35.00,34.00,40.00,42.00,2.464706,2464.706,1.983994,1983.994,0.037079,37.079,,,2.464706,2464.706
crc32,436222476,5760627491896,5761063714372,141270027.000,141.270027,0.016,34.00,34.00,42.00,41.00,2.466309,2466.309,1.985474,1985.474,0.037018,37.018,,,2.466309,2466.309
crc32,436641637,5761064632719,5761501274356,141406969.000,141.406969,0.018,34.00,34.00,41.00,42.00,2.468903,2468.903,1.987946,1987.946,0.037018,37.018,,,2.468903,2468.903
crc32,436694051,5761502171522,5761938865573,141445294.000,141.445294,0.016,34.00,34.00,42.00,42.00,2.464813,2464.813,1.982758,1982.758,0.037079,37.079,,,2.464813,2464.813
crc32,436304358,5761939828769,5762376133127,141321511.000,141.321511,0.016,34.00,35.00,42.00,42.00,2.470932,2470.932,1.990067,1990.067,0.037048,37.048,,,2.470932,2470.932
crc32,437002908,5762377104280,5762814107188,141540662.000,141.540662,0.016,35.00,34.00,42.00,42.00,2.468903,2468.903,1.988083,1988.083,0.036972,36.972,,,2.468903,2468.903
crc32,436050266,5762815057418,5763251107684,141232024.000,141.232024,0.016,34.00,34.00,42.00,41.00,2.447311,2447.311,1.970016,1970.016,0.036804,36.804,,,2.447311,2447.311
crc32,436105009,5763252054362,5763688159371,141250352.000,141.250352,0.016,34.00,35.00,41.00,42.00,2.445938,2445.938,1.968216,1968.216,0.036789,36.789,,,2.445938,2445.938
crc32,436202263,5763689119533,5764125321796,141286790.000,141.286790,0.016,35.00,35.00,42.00,41.00,2.447693,2447.693,1.969879,1969.879,0.036774,36.774,,,2.447693,2447.693
crc32,436325446,5764126277514,5764562602960,141308985.000,141.308985,0.018,35.00,34.00,41.00,42.00,2.448257,2448.257,1.970535,1970.535,0.037048,37.048,,,2.448257,2448.257
crc32,436268964,5764563513705,5764999782669,141303137.000,141.303137,0.016,34.00,34.00,42.00,41.00,2.447723,2447.723,1.970093,1970.093,0.036850,36.850,,,2.447723,2447.723
crc32,436246801,5765000746222,5765436993023,141236681.000,141.236681,0.021,34.00,34.00,41.00,41.00,2.467728,2467.728,1.986572,1986.572,0.037064,37.064,,,2.467728,2467.728
crc32,436216477,5765437756912,5765873973389,141227448.000,141.227448,0.016,34.00,35.00,41.00,42.00,2.450760,2450.760,1.987137,1987.137,0.037048,37.048,,,2.450760,2450.760
crc32,436350686,5765874740167,5766311090853,141329851.000,141.329851,0.016,35.00,35.00,42.00,41.00,2.450912,2450.912,1.973038,1973.038,0.036804,36.804,,,2.450912,2450.912
crc32,436199567,5766312057669,5766748257236,141295037.000,141.295037,0.016,35.00,35.00,41.00,42.00,2.471085,2471.085,1.990112,1990.112,0.037018,37.018,,,2.471085,2471.085
crc32,436205647,5766749233076,5767185438723,141281468.000,141.281468,0.016,35.00,35.00,42.00,42.00,2.473053,2473.053,1.991867,1991.867,0.037048,37.048,,,2.473053,2473.053
crc32,436202453,5767186381140,5767622583593,141280160.000,141.280160,0.016,35.00,35.00,42.00,41.00,2.467102,2467.102,1.986191,1986.191,0.037064,37.064,,,2.467102,2467.102
crc32,436799998,5767623544465,5768060344463,141418581.000,141.418581,0.017,35.00,35.00,41.00,42.00,2.468170,2468.170,1.986130,1986.130,0.037033,37.033,,,2.468170,2468.170
crc32,436764357,5768061130176,5768497894533,141406524.000,141.406524,0.018,35.00,35.00,42.00,41.00,2.466995,2466.995,1.986053,1986.053,0.037033,37.033,,,2.466995,2466.995
crc32,436859066,5768498668667,5768935527733,141454710.000,141.454710,0.016,35.00,34.00,41.00,42.00,2.469223,2469.223,1.988113,1988.113,0.037033,37.033,,,2.469223,2469.223
crc32,436179752,5768936355958,5769372535710,141216576.000,141.216576,0.016,35.00,34.00,42.00,42.00,2.467056,2467.056,1.985397,1985.397,0.037064,37.064,,,2.467056,2467.056
crc32,436136757,5769373302891,5769809439648,141197562.000,141.197562,0.016,35.00,35.00,42.00,41.00,2.466385,2466.385,1.985138,1985.138,0.037064,37.064,,,2.466385,2466.385
crc32,436228029,5769810206771,5770246434800,141233743.000,141.233743,0.016,34.00,35.00,42.00,42.00,2.467102,2467.102,1.985977,1985.977,0.037109,37.109,,,2.467102,2467.102
crc32,436280358,5770247194990,5770683475348,141267436.000,141.267436,0.016,35.00,35.00,42.00,41.00,2.466156,2466.156,1.985199,1985.199,0.037079,37.079,,,2.466156,2466.156
crc32,436262533,5770684304619,5771120567152,141242912.000,141.242912,0.016,35.00,35.00,41.00,42.00,2.466171,2466.171,1.984680,1984.680,0.037064,37.064,,,2.466171,2466.171
crc32,436030060,5771121334178,5771557364238,141185666.000,141.185666,0.016,35.00,35.00,42.00,42.00,2.465454,2465.454,1.984177,1984.177,0.037003,37.003,,,2.465454,2465.454
crc32,436199471,5771558189236,5771994388707,141221587.000,141.221587,0.016,35.00,35.00,42.00,42.00,2.470551,2470.551,1.989410,1989.410,0.037048,37.048,,,2.470551,2470.551
crc32,436359769,5771995155685,5772431515454,141332930.000,141.332930,0.016,35.00,35.00,42.00,42.00,2.468796,2468.796,1.987778,1987.778,0.037018,37.018,,,2.468796,2468.796
crc32,436495967,5772432464985,5772868960952,141355185.000,141.355185,0.016,35.00,35.00,42.00,42.00,2.469086,2469.086,1.987991,1987.991,0.036942,36.942,,,2.469086,2469.086
crc32,436155061,5772869845663,5773306000724,141265749.000,141.265749,0.016,35.00,35.00,42.00,42.00,2.470871,2470.871,1.989655,1989.655,0.037003,37.003,,,2.470871,2470.871
crc32,436288136,5773306941288,5773743229424,141307633.000,141.307633,0.016,34.00,35.00,42.00,42.00,2.469849,2469.849,1.988632,1988.632,0.037003,37.003,,,2.469849,2469.849
crc32,436148395,5773744176166,5774180324561,141223008.000,141.223008,0.016,35.00,35.00,42.00,42.00,2.467850,2467.850,1.986633,1986.633,0.037018,37.018,,,2.467850,2467.850
crc32,436284187,5774181142866,5774617427053,141247725.000,141.247725,0.016,35.00,35.00,42.00,42.00,2.469376,2469.376,1.987106,1987.106,0.037003,37.003,,,2.469376,2469.376
crc32,436336043,5774618194993,5775054531036,141266849.000,141.266849,0.017,35.00,35.00,42.00,42.00,2.472198,2472.198,1.990799,1990.799,0.037033,37.033,,,2.472198,2472.198
