benchmark,cpu_cycles,cycles_start,cycles_end,time_ns,time_ms,cooldown_ms,temp_before,temp_after,pkg_temp_before,pkg_temp_after,pkg_joules,pkg_mJ,pp0_joules,pp0_mJ,pp1_joules,pp1_mJ,dram_joules,dram_mJ,total_joules,total_mJ
crc32,436197622,1295499437965,1295935635587,141083112.000,141.083112,0.010,45.00,42.00,45.00,42.00,2.489609,2489.609,1.979065,1979.065,0.037064,37.064,,,2.489609,2489.609
crc32,435259138,1295936014994,1296371274132,140784823.000,140.784823,0.009,42.00,42.00,42.00,42.00,2.468292,2468.292,1.963440,1963.440,0.036911,36.911,,,2.468292,2468.292
crc32,435417092,1296371527376,1296806944468,140829360.000,140.829360,0.008,42.00,42.00,42.00,42.00,2.483093,2483.093,1.975082,1975.082,0.037064,37.064,,,2.483093,2483.093
crc32,435382203,1296807192744,1297242574947,140816964.000,140.816964,0.008,42.00,43.00,42.00,43.00,2.466888,2466.888,1.961868,1961.868,0.036819,36.819,,,2.466888,2466.888
crc32,435247899,1297242818266,1297678066165,140774667.000,140.774667,0.008,43.00,42.00,43.00,42.00,2.485077,2485.077,1.976273,1976.273,0.037140,37.140,,,2.485077,2485.077
crc32,443875772,1297678314928,1298122190700,143567945.000,143.567945,0.008,42.00,43.00,42.00,43.00,2.760773,2760.773,2.241455,2241.455,0.037598,37.598,,,2.760773,2760.773
crc32,438106475,1298122466258,1298560572733,141700586.000,141.700586,0.008,43.00,44.00,43.00,44.00,2.566803,2566.803,2.055969,2055.969,0.037033,37.033,,,2.566803,2566.803
crc32,435574926,1298560825759,1298996400685,140880328.000,140.880328,0.008,44.00,44.00,44.00,44.00,2.493256,2493.256,1.969376,1969.376,0.036789,36.789,,,2.493256,2493.256
crc32,435429500,1298996648320,1299432077820,140832460.000,140.832460,0.008,44.00,43.00,44.00,43.00,2.491608,2491.608,1.980530,1980.530,0.037079,37.079,,,2.491608,2491.608
crc32,435876281,1299432336592,1299868212873,140981153.000,140.981153,0.016,43.00,43.00,43.00,43.00,2.470139,2470.139,1.963486,1963.486,0.036850,36.850,,,2.470139,2470.139
crc32,435371197,1299868470584,1300303841781,140814366.000,140.814366,0.008,43.00,43.00,43.00,43.00,2.488129,2488.129,1.977798,1977.798,0.037033,37.033,,,2.488129,2488.129
crc32,437898762,1300304086358,1300741985120,141631013.000,141.631013,0.008,43.00,43.00,43.00,43.00,2.535736,2535.736,2.039398,2039.398,0.037079,37.079,,,2.535736,2535.736
crc32,435449801,1300742230807,1301177680608,140838770.000,140.838770,0.008,43.00,43.00,43.00,43.00,2.470963,2470.963,1.978882,1978.882,0.037018,37.018,,,2.470963,2470.963
crc32,435379792,1301177937102,1301613316894,140816268.000,140.816268,0.009,43.00,43.00,43.00,43.00,2.454620,2454.620,1.965744,1965.744,0.036728,36.728,,,2.454620,2454.620
crc32,436090896,1301613558662,1302049649558,141046614.000,141.046614,0.008,43.00,43.00,43.00,43.00,2.473145,2473.145,1.980225,1980.225,0.037048,37.048,,,2.473145,2473.145
crc32,435499380,1302049895236,1302485394616,140854903.000,140.854903,0.008,43.00,43.00,43.00,43.00,2.456833,2456.833,1.967331,1967.331,0.036774,36.774,,,2.456833,2456.833
crc32,435486735,1302485637064,1302921123799,140851345.000,140.851345,0.008,43.00,43.00,43.00,43.00,2.456604,2456.604,1.967178,1967.178,0.036819,36.819,,,2.456604,2456.604
crc32,435410635,1302921371050,1303356781685,140826040.000,140.826040,0.008,43.00,43.00,43.00,43.00,2.474106,2474.106,1.981140,1981.140,0.037109,37.109,,,2.474106,2474.106
crc32,435313112,1303357023495,1303792336607,140795153.000,140.795153,0.008,43.00,42.00,43.00,42.00,2.455780,2455.780,1.966080,1966.080,0.036819,36.819,,,2.455780,2455.780
crc32,436089837,1303792581507,1304228671344,141045871.000,141.045871,0.008,42.00,43.00,42.00,43.00,2.478745,2478.745,1.985809,1985.809,0.036987,36.987,,,2.478745,2478.745
crc32,435387328,1304228915032,1304664302360,140818469.000,140.818469,0.008,43.00,43.00,43.00,43.00,2.454712,2454.712,1.965820,1965.820,0.036758,36.758,,,2.454712,2454.712
