benchmark,cpu_cycles,cycles_start,cycles_end,time_ns,time_ms,cooldown_ms,temp_before,temp_after,pkg_temp_before,pkg_temp_after,pkg_joules,pkg_mJ,pp0_joules,pp0_mJ,pp1_joules,pp1_mJ,dram_joules,dram_mJ,total_joules,total_mJ
crc32,456872876,2249009748608,2249466621484,147790709.000,147.790709,0.000,34.00,39.00,35.00,39.00,2.378647,2378.647,1.876297,1876.297,0.038651,38.651,,,2.378647,2378.647
crc32,435356120,2249466983874,2249902339994,140818334.000,140.818334,0.000,39.00,39.00,39.00,39.00,2.436630,2436.630,1.938080,1938.080,0.036804,36.804,,,2.436630,2436.630
crc32,435582946,2249902571891,2250338154837,140883962.000,140.883962,0.000,39.00,40.00,39.00,40.00,2.443588,2443.588,1.958633,1958.633,0.037048,37.048,,,2.443588,2443.588
crc32,435517362,2250338379929,2250773897291,140862587.000,140.862587,0.000,40.00,40.00,40.00,40.00,2.425858,2425.858,1.944504,1944.504,0.036758,36.758,,,2.425858,2425.858
crc32,435438757,2250774122561,2251209561318,140836958.000,140.836958,0.000,40.00,40.00,40.00,40.00,2.443649,2443.649,1.958649,1958.649,0.037018,37.018,,,2.443649,2443.649
crc32,435820261,2251209784781,2251645605042,140960149.000,140.960149,0.000,40.00,40.00,40.00,40.00,2.426010,2426.010,1.943329,1943.329,0.036743,36.743,,,2.426010,2426.010
crc32,436230736,2251645827306,2252082058042,141093006.000,141.093006,0.000,40.00,40.00,40.00,40.00,2.445419,2445.419,1.958328,1958.328,0.037033,37.033,,,2.445419,2445.419
crc32,435366123,2252082292904,2252517659027,140814518.000,140.814518,0.000,40.00,40.00,40.00,40.00,2.448181,2448.181,1.961487,1961.487,0.037064,37.064,,,2.448181,2448.181
crc32,435394443,2252517884765,2252953279208,140822235.000,140.822235,0.000,40.00,40.00,40.00,40.00,2.433075,2433.075,1.949448,1949.448,0.036835,36.835,,,2.433075,2433.075
crc32,435524011,2252953500993,2253389025004,140865852.000,140.865852,0.000,40.00,41.00,40.00,41.00,2.453476,2453.476,1.965012,1965.012,0.037064,37.064,,,2.453476,2453.476
crc32,437734099,2253389251474,2253826985573,141578618.000,141.578618,0.000,41.00,41.00,41.00,41.00,2.484772,2484.772,1.996918,1996.918,0.037018,37.018,,,2.484772,2484.772
crc32,435378396,2253827206532,2254262584928,140816517.000,140.816517,0.000,41.00,42.00,41.00,42.00,2.435928,2435.928,1.951172,1951.172,0.036774,36.774,,,2.435928,2435.928
crc32,435429355,2254262820692,2254698250047,140838064.000,140.838064,0.000,42.00,41.00,42.00,41.00,2.433868,2433.868,1.949371,1949.371,0.036758,36.758,,,2.433868,2433.868
crc32,435354756,2254698483111,2255133837867,140809373.000,140.809373,0.000,41.00,41.00,41.00,41.00,2.435333,2435.333,1.950760,1950.760,0.036728,36.728,,,2.435333,2435.333
crc32,435620837,2255134057872,2255569678709,140896086.000,140.896086,0.000,41.00,40.00,41.00,40.00,2.440811,2440.811,1.956039,1956.039,0.036743,36.743,,,2.440811,2440.811
crc32,436321871,2255569903122,2256006224993,141122257.000,141.122257,0.000,40.00,40.00,40.00,40.00,2.455917,2455.917,1.967453,1967.453,0.037033,37.033,,,2.455917,2455.917
crc32,435441172,2256006448385,2256441889557,140836833.000,140.836833,0.000,40.00,40.00,40.00,40.00,2.436493,2436.493,1.951523,1951.523,0.036789,36.789,,,2.436493,2436.493
crc32,435412686,2256442110246,2256877522932,140827987.000,140.827987,0.000,40.00,40.00,40.00,40.00,2.436234,2436.234,1.951431,1951.431,0.036774,36.774,,,2.436234,2436.234
crc32,435379303,2256877744983,2257313124286,140816777.000,140.816777,0.000,40.00,41.00,40.00,41.00,2.436218,2436.218,1.951523,1951.523,0.036774,36.774,,,2.436218,2436.218
crc32,435772285,2257313342989,2257749115274,140943800.000,140.943800,0.000,41.00,41.00,41.00,41.00,2.434219,2434.219,1.948746,1948.746,0.036774,36.774,,,2.434219,2434.219
crc32,435475911,2257749334886,2258184810797,140849923.000,140.849923,0.000,41.00,41.00,41.00,41.00,2.457184,2457.184,1.968719,1968.719,0.037003,37.003,,,2.457184,2457.184
crc32,436192618,2258185038210,2258621230828,141080673.000,141.080673,0.000,41.00,41.00,41.00,41.00,2.436188,2436.188,1.950409,1950.409,0.036774,36.774,,,2.436188,2436.188
crc32,435286507,2258621454299,2259056740806,140794406.000,140.794406,0.000,41.00,41.00,41.00,42.00,2.436661,2436.661,1.951950,1951.950,0.036758,36.758,,,2.436661,2436.661
crc32,435326219,2259057046338,2259492372557,140800214.000,140.800214,0.000,42.00,41.00,42.00,41.00,2.437073,2437.073,1.951645,1951.645,0.036774,36.774,,,2.437073,2437.073
crc32,435524618,2259492590446,2259928115064,140864605.000,140.864605,0.000,41.00,41.00,41.00,41.00,2.438248,2438.248,1.952774,1952.774,0.036743,36.743,,,2.438248,2438.248
crc32,435341790,2259928338792,2260363680582,140805246.000,140.805246,0.000,41.00,41.00,41.00,41.00,2.454987,2454.987,1.966049,1966.049,0.037003,37.003,,,2.454987,2454.987
crc32,435351142,2260363901630,2260799252772,140808329.000,140.808329,0.000,41.00,41.00,41.00,41.00,2.437531,2437.531,1.952011,1952.011,0.036697,36.697,,,2.437531,2437.531
crc32,435347531,2260799473829,2261234821360,140807314.000,140.807314,0.000,41.00,41.00,41.00,41.00,2.454514,2454.514,1.964890,1964.890,0.037003,37.003,,,2.454514,2454.514
crc32,435487005,2261235043527,2261670530532,140853043.000,140.853043,0.000,41.00,41.00,41.00,41.00,2.441010,2441.010,1.955902,1955.902,0.036758,36.758,,,2.441010,2441.010
crc32,436003335,2261670767741,2262106771076,141020852.000,141.020852,0.000,41.00,41.00,41.00,41.00,2.458801,2458.801,1.969315,1969.315,0.036972,36.972,,,2.458801,2458.801
crc32,435405839,2262106996466,2262542402305,140826624.000,140.826624,0.000,41.00,41.00,41.00,41.00,2.437943,2437.943,1.952133,1952.133,0.036789,36.789,,,2.437943,2437.943
crc32,435455197,2262542626083,2262978081280,140842487.000,140.842487,0.000,41.00,41.00,41.00,41.00,2.453140,2453.140,1.963821,1963.821,0.037048,37.048,,,2.453140,2453.140
crc32,435329856,2262978305448,2263413635304,140801697.000,140.801697,0.000,41.00,41.00,41.00,41.00,2.436844,2436.844,1.951324,1951.324,0.036819,36.819,,,2.436844,2436.844
crc32,435353422,2263413860284,2263849213706,140808472.000,140.808472,0.000,41.00,41.00,41.00,41.00,2.454453,2454.453,1.965103,1965.103,0.037048,37.048,,,2.454453,2454.453
crc32,435546927,2263849432740,2264284979667,140871255.000,140.871255,0.000,41.00,42.00,41.00,42.00,2.458832,2458.832,1.969498,1969.498,0.037003,37.003,,,2.458832,2458.832
crc32,435985007,2264285199873,2264721184880,141013767.000,141.013767,0.000,42.00,42.00,42.00,42.00,2.440002,2440.002,1.953232,1953.232,0.036850,36.850,,,2.440002,2440.002
