benchmark,cpu_cycles,cycles_start,cycles_end,time_ns,time_ms,cooldown_ms,temp_before,temp_after,pkg_temp_before,pkg_temp_after,pkg_joules,pkg_mJ,dram_joules,dram_mJ,total_joules,total_mJ
crc32,52276426555,951534754160,1003811180715,16901048684.000,16901.048684,0.072,33.00,37.00,36.00,41.00,294.477142,294477.142,,,294.477142,294477.142
crc32,52271469958,1003812279542,1056083749500,16899805854.000,16899.805854,0.058,37.00,38.00,41.00,42.00,297.039154,297039.154,,,297.039154,297039.154
crc32,52247984583,1056084564201,1108332548784,16892575500.000,16892.575500,0.066,38.00,38.00,42.00,42.00,296.143951,296143.951,,,296.143951,296143.951
crc32,52252249360,1108333288430,1160585537790,16894198968.000,16894.198968,0.050,38.00,39.00,42.00,43.00,296.846008,296846.008,,,296.846008,296846.008
crc32,52244903126,1160586163021,1212831066147,16892057766.000,16892.057766,0.049,39.00,39.00,43.00,43.00,297.218765,297218.765,,,297.218765,297218.765
crc32,52247715047,1212831746844,1265079461891,16893149202.000,16893.149202,0.050,39.00,40.00,44.00,44.00,297.803940,297803.940,,,297.803940,297803.940
crc32,52253489364,1265080205835,1317333695199,16895132083.000,16895.132083,0.052,40.00,40.00,44.00,44.00,297.882538,297882.538,,,297.882538,297882.538
crc32,52250223875,1317334464181,1369584688056,16894185802.000,16894.185802,0.067,40.00,40.00,44.00,44.00,298.205536,298205.536,,,298.205536,298205.536
crc32,52247707838,1369585434625,1421833142463,16893411005.000,16893.411005,0.051,40.00,41.00,44.00,44.00,298.508255,298508.255,,,298.508255,298508.255
crc32,52247999937,1421833827408,1474081827345,16893576052.000,16893.576052,0.067,41.00,40.00,44.00,45.00,298.636826,298636.826,,,298.636826,298636.826
crc32,52247402266,1474082502116,1526329904382,16893448601.000,16893.448601,0.050,40.00,41.00,45.00,45.00,298.900436,298900.436,,,298.900436,298900.436
crc32,52626701918,1526330659375,1578957361293,17016213532.000,17016.213532,0.050,41.00,43.00,45.00,51.00,335.676498,335676.498,,,335.676498,335676.498
crc32,54228402124,1649203152898,1703431555022,17533932937.000,17533.932937,22712.545,41.00,48.00,45.00,48.00,479.393036,479393.036,,,479.393036,479393.036
crc32,54181013755,1703807021778,1757988035533,17515055502.000,17515.055502,121.311,44.00,50.00,45.00,52.00,456.920425,456920.425,,,456.920425,456920.425
crc32,54213466717,1759962038380,1814175505097,17526458162.000,17526.458162,637.858,45.00,47.00,45.00,52.00,473.775589,473775.589,,,473.775589,473775.589
crc32,54354083127,1817880855768,1872234938895,17568801971.000,17568.801971,1197.269,45.00,45.00,45.00,53.00,486.303726,486303.726,,,486.303726,486303.726
crc32,54456404261,1875516186132,1929972590393,17601573478.000,17601.573478,1059.807,45.00,49.00,46.00,52.00,497.138519,497138.519,,,497.138519,497138.519
crc32,54274501978,1936033808668,1990308310646,17544814466.000,17544.814466,1958.977,45.00,50.00,45.00,52.00,476.521255,476521.255,,,476.521255,476521.255
crc32,53865894615,1992169857569,2046035752184,17413549145.000,17413.549145,601.338,45.00,48.00,45.00,52.00,444.717117,444717.117,,,444.717117,444717.117
crc32,54683818960,2046734883847,2101418702807,17680853706.000,17680.853706,225.765,44.00,49.00,45.00,53.00,491.479874,491479.874,,,491.479874,491479.874
crc32,54257924571,2106363400804,2160621325375,17543584037.000,17543.584037,1598.397,45.00,52.00,45.00,52.00,483.052444,483052.444,,,483.052444,483052.444
crc32,52585918662,2163096110125,2215682028787,17001578040.000,17001.578040,800.003,45.00,49.00,45.00,49.00,329.316315,329316.315,,,329.316315,329316.315
