array_size,cpu_cycles,cycles_start,cycles_end,time_ns,time_ms,pkg_joules,pkg_mJ,dram_joules,dram_mJ,total_joules,total_mJ
100000,39778394100,136062543667,175840937767,12864939877.102,12864.939877,197.898773,197898.773,0.000000,0.000,197.898773,197898.773
100000,39769460788,175947561687,215717022475,12862050707.633,12862.050708,198.009689,198009.689,0.000000,0.000,198.009689,198009.689
100000,39762153620,215823751943,255585905563,12859687457.956,12859.687458,198.059509,198059.509,0.000000,0.000,198.059509,198059.509
100000,39729552992,255692700059,295422253051,12849143917.206,12849.143917,198.322891,198322.891,0.000000,0.000,198.322891,198322.891
100000,39734102084,295529116899,335263218983,12850615163.001,12850.615163,198.220031,198220.031,0.000000,0.000,198.220031,198220.031
100000,39778390192,335370148947,375148539139,12864938613.195,12864.938613,198.446029,198446.029,0.000000,0.000,198.446029,198446.029
100000,39738916508,375255542951,414994459459,12852172221.216,12852.172221,198.600158,198600.158,0.000000,0.000,198.600158,198600.158
100000,39776150656,415101519323,454877669979,12864214313.066,12864.214313,198.886703,198886.703,0.000000,0.000,198.886703,198886.703
100000,39729536960,454984792747,494714329707,12849138732.212,12849.138732,198.861480,198861.480,0.000000,0.000,198.861480,198861.480
100000,39727048404,494821479931,534548528335,12848333895.213,12848.333895,199.051986,199051.986,0.000000,0.000,199.051986,199051.986
100000,39752163332,534655767427,574407930759,12856456446.313,12856.456446,199.137985,199137.985,0.000000,0.000,199.137985,199137.985
100000,39759111032,574515191139,614274302171,12858703438.551,12858.703439,199.395507,199395.507,0.000000,0.000,199.395507,199395.507
100000,39756854424,614381588319,654138442743,12857973617.076,12857.973617,199.441253,199441.253,0.000000,0.000,199.441253,199441.253
100000,39788962036,654245770623,694034732659,12868357708.926,12868.357709,199.561141,199561.141,0.000000,0.000,199.561141,199561.141
100000,39772888656,694142099183,733914987839,12863159332.471,12863.159332,199.645385,199645.385,0.000000,0.000,199.645385,199645.385
100000,39742034596,734021047631,773763082227,12853180658.473,12853.180658,199.744415,199744.415,0.000000,0.000,199.744415,199744.415
100000,39759833604,773869149863,813628983467,12858937129.366,12858.937129,199.985900,199985.900,0.000000,0.000,199.985900,199985.900
100000,39759419788,813735089679,853494509467,12858803294.955,12858.803295,199.855117,199855.117,0.000000,0.000,199.855117,199855.117
100000,39751734364,853600670319,893352404683,12856317711.514,12856.317712,199.911956,199911.956,0.000000,0.000,199.911956,199911.956
100000,39734683192,893458558223,933193241415,12850803102.199,12850.803102,200.026046,200026.046,0.000000,0.000,200.026046,200026.046
100000,39667988500,933299436335,972967424835,12829233020.699,12829.233021,199.993759,199993.759,0.000000,0.000,199.993759,199993.759
100000,39785216812,973073639643,1012858856455,12867146446.313,12867.146446,200.327438,200327.438,0.000000,0.000,200.327438,200327.438
100000,39666589368,1012965933511,1052632522879,12828780520.052,12828.780520,200.123672,200123.672,0.000000,0.000,200.123672,200123.672
100000,39730203236,1052740385015,1092470588251,12849354216.041,12849.354216,200.462097,200462.097,0.000000,0.000,200.462097,200462.097
100000,39784622068,1092578504611,1132363126679,12866954097.025,12866.954097,200.524856,200524.856,0.000000,0.000,200.524856,200524.856
100000,39796091880,1132471094767,1172267186647,12870663609.314,12870.663609,200.421218,200421.218,0.000000,0.000,200.421218,200421.218
100000,39786990640,1172375193447,1212162184087,12867720129.366,12867.720129,200.306259,200306.259,0.000000,0.000,200.306259,200306.259
100000,39784966848,1212270200919,1252055167767,12867065604.140,12867.065604,200.413696,200413.696,0.000000,0.000,200.413696,200413.696
100000,39725833776,1252163183659,1291889017435,12847941065.977,12847.941066,200.413970,200413.970,0.000000,0.000,200.413970,200413.970
100000,39783494052,1291997091631,1331780585683,12866589279.431,12866.589279,200.476516,200476.516,0.000000,0.000,200.476516,200476.516
